"","id","stNumber","stName","type","capacity"
"3638",7629479,31,"st joseph st","Ring",1
"3639",7629480,24,"wellesley st w","Ring",1
"3640",7629481,24,"wellesley st w","Ring",1
"3641",7629483,25,"wellesley st w","Ring",1
"3642",7629484,909,"bay st","Ring",1
"3643",7629485,375,"university ave","Ring",1
"3644",7629486,58,"atlantic ave","Ring",1
"3645",7629487,40,"east liberty st","Ring",1
"3646",7629488,56,"atlantic ave","Ring",1
"3647",7629489,107,"atlantic ave","Ring",1
"3648",7629490,22,"liberty st","Ring",1
"3649",7629491,70,"east liberty st","Ring",1
"3650",7629492,40,"east liberty st","Ring",1
"3651",7629493,3334,"yonge st","Ring",1
"3652",7629494,3162,"yonge st","Ring",1
"3653",7629495,1,"roslin ave","Ring",1
"3654",7629496,3299,"yonge st","Ring",1
"3655",7629497,3212,"yonge st","Ring",1
"3656",7629499,224,"college st","Ring",1
"3657",7629500,6,"oxford st","Ring",1
"3658",7629502,370,"spadina ave","Ring",1
"3659",7629503,250,"college st","Ring",1
"3660",7629505,454,"spadina ave","Ring",1
"3661",7629507,230,"college st","Ring",1
"3662",7629508,250,"college st","Ring",1
"3663",7629511,651,"college st","Ring",1
"3664",7629512,661,"college st","Ring",1
"3665",7629513,572,"college st","Ring",1
"3666",7629514,657,"college st","Ring",1
"3667",7629515,307,"palmerston blvd","Ring",1
"3668",7629516,712,"college st","Ring",1
"3669",7629517,310,"danforth ave","Ring",1
"3670",7629518,687,"bloor st w","Ring",1
"3671",7629519,1,"christie st","Ring",1
"3672",7629520,660,"bloor st w","Ring",1
"3673",7629521,609,"bloor st w","Ring",1
"3674",7629523,1959,"bloor st w","Ring",1
"3675",7629524,383,"ellis park rd","Ring",1
"3676",7629525,2199,"bloor st w","Ring",1
"3677",7629526,2126,"bloor st w","Ring",1
"3678",7629527,2118,"bloor st w","Ring",1
"3679",7629528,1959,"bloor st w","Ring",1
"3680",7629529,2118,"bloor st w","Ring",1
"3681",7629530,2195,"bloor st w","Ring",1
"3682",7629531,2010,"bloor st w","Ring",1
"3683",7629532,2178,"bloor st w","Ring",1
"3684",7629534,1,"kingston rd","Ring",1
"3685",7629535,34,"mosley st","Ring",1
"3686",7629536,1,"draper st","Ring",1
"3687",7629537,443,"adelaide st w","Ring",1
"3688",7629538,537,"queen st w","Ring",1
"3689",7629539,1621,"queen st w","Ring",1
"3690",7629540,1543,"queen st w","Ring",1
"3691",7629541,1521,"queen st w","Ring",1
"3692",7629542,1475,"queen st w","Ring",1
"3693",7629543,1381,"queen st w","Ring",1
"3694",7629544,220,"cowan ave","Ring",1
"3695",7629545,220,"cowan ave","Ring",1
"3696",7629546,1303,"queen st w","Ring",1
"3697",7629547,219,"dufferin st","Ring",1
"3698",7629549,1239,"queen st w","Ring",1
"3699",7629550,131,"jefferson ave","Ring",1
"3700",7629551,70,"jefferson ave","Ring",1
"3701",7629552,30,"jefferson ave","Ring",1
"3702",7629553,41,"fraser ave","Ring",1
"3703",7629554,41,"fraser ave","Ring",1
"3704",7629555,76,"fraser ave","Ring",1
"3705",7629556,163,"dufferin st","Ring",1
"3706",7629557,410,"adelaide st w","Ring",1
"3707",7629558,414,"adelaide st w","Ring",1
"3708",7629559,1151,"college st","Ring",1
"3709",7629560,105,"spadina ave","Ring",1
"3710",7629562,485,"wellington st w","Ring",1
"3711",7629563,490,"wellington st w","Ring",1
"3712",7629564,425,"adelaide st w","Ring",1
"3713",7629565,406,"adelaide st w","Ring",1
"3714",7629566,114,"carlton st","Ring",1
"3715",7629567,375,"university ave","Ring",1
"3716",7629568,443,"university ave","Ring",1
"3717",7629569,330,"university ave","Ring",1
"3718",7629570,426,"university ave","Ring",1
"3719",7629571,438,"university ave","Ring",1
"3720",7629572,92,"chestnut st","Ring",1
"3721",7629573,92,"chestnut st","Ring",1
"3722",7629574,24,"trinity sq","Ring",1
"3723",7629575,56,"queen st e","Ring",1
"3724",7629576,25,"bond st","Ring",1
"3725",7629577,5,"shuter st","Ring",1
"3726",7629578,25,"bond st","Ring",1
"3727",7629579,163,"church st","Ring",1
"3728",7629580,223,"yonge st","Ring",1
"3729",7629581,230,"front st w","Ring",1
"3730",7629582,55,"lower simcoe st","Ring",1
"3731",7629583,340,"front st w","Ring",1
"3732",7629584,222,"bremner blvd","Ring",1
"3733",7629585,340,"front st w","Ring",1
"3734",7629586,573,"christie st","Ring",1
"3735",7629587,604,"christie st","Ring",1
"3736",7629588,5,"benson ave","Ring",1
"3737",7629589,601,"christie st","Ring",1
"3738",7629590,146,"kendal ave","Ring",1
"3739",7629591,142,"kendal ave","Ring",1
"3740",7629592,4,"coolmine rd","Ring",1
"3741",7629594,587,"melita cres","Ring",1
"3742",7629595,766,"college st","Ring",1
"3743",7629596,657,"college st","Ring",1
"3744",7629597,564,"college st","Ring",1
"3745",7629598,634,"college st","Ring",1
"3746",7629599,490,"college st","Ring",1
"3747",7629600,605,"college st","Ring",1
"3748",7629601,623,"college st","Ring",1
"3749",7629602,634,"college st","Ring",1
"3750",7629603,454,"college st","Ring",1
"3751",7629604,634,"college st","Ring",1
"3752",7629605,117,"danforth ave","Ring",1
"3753",7629606,180,"danforth ave","Ring",1
"3754",7629607,2,"howland rd","Ring",1
"3755",7629608,3,"jackman ave","Ring",1
"3756",7629609,150,"danforth ave","Ring",1
"3757",7629610,360,"danforth ave","Ring",1
"3758",7629611,283,"danforth ave","Ring",1
"3759",7629612,820,"logan ave","Ring",1
"3760",7629613,200,"danforth ave","Ring",1
"3761",7629614,672,"gerrard st e","Ring",1
"3762",7629615,450,"broadview ave","Ring",1
"3763",7629616,450,"broadview ave","Ring",1
"3764",7629617,588,"gerrard st e","Ring",1
"3765",7629618,3000,"lake shore blvd w","Ring",1
"3766",7629621,3025,"lake shore blvd w","Ring",1
"3767",7629622,3078,"lake shore blvd w","Ring",1
"3768",7629623,2925,"lake shore blvd w","Ring",1
"3769",7629624,3250,"lake shore blvd w","Ring",1
"3770",7629625,3379,"lake shore blvd w","Ring",1
"3771",7629626,422,"roncesvalles ave","Ring",1
"3772",7629627,2406,"eglinton ave w","Ring",1
"3773",7629628,1476,"eglinton ave w","Ring",1
"3774",7629630,930,"bloor st w","Ring",1
"3775",7629631,845,"bloor st w","Ring",1
"3776",7629632,871,"college st","Ring",1
"3777",7629633,869,"bloor st w","Ring",1
"3778",7629634,491,"college st","Ring",1
"3779",7629635,836,"bloor st w","Ring",1
"3780",7629636,876,"bloor st w","Ring",1
"3781",7629637,970,"bloor st w","Ring",1
"3782",7629638,923,"college st","Ring",1
"3783",7629639,308,"palmerston ave","Ring",1
"3784",7629640,904,"bloor st w","Ring",1
"3785",7629641,799,"bloor st w","Ring",1
"3786",7629642,814,"bloor st w","Ring",1
"3787",7629643,807,"college st","Ring",1
"3788",7629644,70,"carr st","Ring",1
"3789",7629645,54,"wolseley st","Ring",1
"3790",7629647,3272,"danforth ave","Ring",1
"3791",7629648,786,"dundas st w","Ring",1
"3792",7629649,1085,"queen st w","Ring",1
"3793",7629650,1074,"queen st w","Ring",1
"3794",7629651,154,"ossington ave","Ring",1
"3795",7629652,836,"dundas st w","Ring",1
"3796",7629653,769,"dundas st w","Ring",1
"3797",7629654,847,"dundas st w","Ring",1
"3798",7629655,12,"alexander st","Ring",1
"3799",7629656,35,"st joseph st","Ring",1
"3800",7629657,101,"rusholme rd","Ring",1
"3801",7629658,983,"college st","Ring",1
"3802",7629659,971,"college st","Ring",1
"3803",7629660,961,"college st","Ring",1
"3804",7629662,1116,"college st","Ring",1
"3805",7629663,1128,"college st","Ring",1
"3806",7629664,451,"church st","Ring",1
"3807",7629665,33,"wood st","Ring",1
"3808",7629666,29,"st joseph st","Ring",1
"3809",7629667,12,"wellesley st w","Ring",1
"3810",7629668,375,"university ave","Ring",1
"3811",7629669,393,"university ave","Ring",1
"3812",7629670,425,"university ave","Ring",1
"3813",7629671,443,"university ave","Ring",1
"3814",7629672,443,"university ave","Ring",1
"3815",7629673,400,"university ave","Ring",1
"3816",7629674,2,"roxborough st w","Ring",1
"3817",7629675,8,"heintzman st","Ring",1
"3818",7629676,2708,"dundas st w","Ring",1
"3819",7629677,2340,"dundas st w","Ring",1
"3820",7629678,504,"adelaide st w","Ring",1
"3821",7629679,432,"richmond st w","Ring",1
"3822",7629680,432,"richmond st w","Ring",1
"3823",7629681,458,"richmond st w","Ring",1
"3824",7629682,620,"king st w","Ring",1
"3825",7629683,628,"king st w","Ring",1
"3826",7629684,620,"king st w","Ring",1
"3827",7629685,468,"king st w","Ring",1
"3828",7629686,617,"king st w","Ring",1
"3829",7629687,328,"dupont st","Ring",1
"3830",7629688,700,"dupont st","Ring",1
"3831",7629689,115,"winona dr","Ring",1
"3832",7629690,603,"davenport rd","Ring",1
"3833",7629691,603,"davenport rd","Ring",1
"3834",7629692,222,"elm st","Ring",1
"3835",7629693,30,"bond st","Ring",1
"3836",7629694,61,"queen st e","Ring",1
"3837",7629695,94,"richmond st e","Ring",1
"3838",7629696,111,"richmond st e","Ring",1
"3839",7629697,78,"victoria st","Ring",1
"3840",7629698,74,"victoria st","Ring",1
"3841",7629699,163,"dupont st","Ring",1
"3842",7629700,462,"front st w","Ring",1
"3843",7629701,450,"front st w","Ring",1
"3844",7629702,450,"front st w","Ring",1
"3845",7629703,443,"adelaide st w","Ring",1
"3846",7629704,443,"adelaide st w","Ring",1
"3847",7629705,438,"adelaide st w","Ring",1
"3848",7629706,1621,"queen st w","Ring",1
"3849",7629707,1521,"queen st w","Ring",1
"3850",7629710,1313,"queen st w","Ring",1
"3851",7629711,220,"cowan ave","Ring",1
"3852",7629712,220,"cowan ave","Ring",1
"3853",7629713,165,"dufferin st","Ring",1
"3854",7629714,165,"dufferin st","Ring",1
"3855",7629715,201,"dufferin st","Ring",1
"3856",7629716,259,"dufferin st","Ring",1
"3857",7629717,259,"dufferin st","Ring",1
"3858",7629718,1265,"queen st w","Ring",1
"3859",7629719,3382,"lake shore blvd w","Ring",1
"3860",7629720,2908,"lake shore blvd w","Ring",1
"3861",7629721,2114,"yonge st","Ring",1
"3862",7629723,40,"eglinton ave w","Ring",1
"3863",7629724,396,"eglinton ave w","Ring",1
"3864",7629725,302,"eglinton ave w","Ring",1
"3865",7629726,406,"eglinton ave w","Ring",1
"3866",7629727,124,"eglinton ave w","Ring",1
"3867",7629728,158,"eglinton ave w","Ring",1
"3868",7629729,426,"eglinton ave w","Ring",1
"3869",7629730,2010,"yonge st","Ring",1
"3870",7629731,1955,"yonge st","Ring",1
"3871",7629732,504,"eglinton ave w","Ring",1
"3872",7629733,191,"wilson ave","Ring",1
"3873",7629734,2410,"lake shore blvd w","Ring",1
"3874",7629736,6,"crescent rd","Ring",1
"3875",7629737,6,"crescent rd","Ring",1
"3876",7629738,278,"dupont st","Ring",1
"3877",7629739,38,"walmer rd","Ring",1
"3878",7629740,332,"bloor st w","Ring",1
"3879",7629741,278,"dupont st","Ring",1
"3880",7629742,221,"spadina rd","Ring",1
"3881",7629743,10,"spadina rd","Ring",1
"3882",7629744,391,"brunswick ave","Ring",1
"3883",7629745,156,"spadina rd","Ring",1
"3884",7629746,278,"dupont st","Ring",1
"3885",7629747,354,"dupont st","Ring",1
"3886",7629748,354,"dupont st","Ring",1
"3887",7629749,1698,"queen st e","Ring",1
"3888",7629750,731,"eastern ave","Ring",1
"3889",7629751,231,"fort york blvd","Ring",1
"3890",7629752,650,"fleet st","Ring",1
"3891",7629753,1,"gore vale ave","Rack",1
"3892",7629754,130,"tecumseth st","Ring",1
"3893",7629755,970,"ossington ave","Ring",1
"3894",7629756,940,"kingston rd","Ring",1
"3895",7629758,862,"kingston rd","Ring",1
"3896",7629759,135,"st george st","Ring",1
"3897",7629760,248,"bloor st w","Ring",1
"3898",7629761,248,"bloor st w","Ring",1
"3899",7629762,248,"bloor st w","Ring",1
"3900",7629764,25,"ansell ave","Ring",1
"3901",7629765,25,"ansell ave","Ring",1
"3902",7629766,145,"annette st","Ring",1
"3903",7629767,189,"roncesvalles ave","Ring",1
"3904",7629768,35,"granby st","Ring",1
"3905",7629769,248,"bloor st w","Ring",1
"3906",7629770,2900,"steeles ave e","Ring",1
"3907",7629771,2900,"steeles ave e","Ring",1
"3908",7629772,2900,"steeles ave e","Ring",1
"3909",7629773,316,"bloor st w","Ring",1
"3910",7629774,580,"king st w","Ring",1
"3911",7629775,578,"king st w","Ring",1
"3912",7629776,540,"adelaide st w","Ring",1
"3913",7629777,220,"vaughan rd","Ring",1
"3914",7629778,26,"grenville st","Ring",1
"3915",7629779,891,"bay st","Ring",1
"3916",7629780,470,"yonge st","Ring",1
"3917",7629781,57,"grenville st","Ring",1
"3918",7629782,603,"king st w","Ring",1
"3919",7629783,489,"king st w","Ring",1
"3920",7629784,545,"richmond st w","Ring",1
"3921",7629785,579,"richmond st w","Ring",1
"3922",7629786,29,"camden st","Ring",1
"3923",7629787,473,"adelaide st w","Ring",1
"3924",7629788,443,"king st w","Ring",1
"3925",7629789,880,"bay st","Ring",1
"3926",7629790,26,"grenville st","Ring",1
"3927",7629791,32,"grenville st","Ring",1
"3928",7629792,875,"bay st","Ring",1
"3929",7629793,145,"jameson ave","Ring",1
"3930",7629794,185,"spring rd","Ring",1
"3931",7629795,122,"dowling ave","Ring",1
"3932",7629796,180,"colborne lodge dr","Ring",1
"3933",7629797,1245,"king st w","Ring",1
"3934",7629798,393,"front st w","Ring",1
"3935",7629799,294,"bremner blvd","Ring",1
"3936",7629800,365,"front st w","Ring",1
"3937",7629801,255,"bremner blvd","Ring",1
"3938",7629802,255,"bremner blvd","Ring",1
"3939",7629803,363,"front st w","Ring",1
"3940",7629804,1257,"queen st w","Ring",1
"3941",7629805,1229,"queen st w","Ring",1
"3942",7629806,1229,"queen st w","Ring",1
"3943",7629807,70,"jefferson ave","Ring",1
"3944",7629808,70,"jefferson ave","Ring",1
"3945",7629809,70,"jefferson ave","Ring",1
"3946",7629810,30,"jefferson ave","Ring",1
"3947",7629811,30,"jefferson ave","Ring",1
"3948",7629812,30,"jefferson ave","Ring",1
"3949",7629813,150,"grenoble dr","Ring",1
"3950",7629814,1139,"college st","Ring",1
"3951",7629815,15,"brunel crt","Ring",1
"3952",7629816,15,"brunel crt","Ring",1
"3953",7629818,490,"wellington st w","Ring",1
"3954",7629819,490,"wellington st w","Ring",1
"3955",7629820,490,"wellington st w","Ring",1
"3956",7629821,470,"wellington st w","Ring",1
"3957",7629822,470,"wellington st w","Ring",1
"3958",7629823,425,"adelaide st w","Ring",1
"3959",7629824,425,"adelaide st w","Ring",1
"3960",7629825,394,"adelaide st w","Ring",1
"3961",7629826,394,"adelaide st w","Ring",1
"3962",7629827,12,"alexander st","Ring",1
"3963",7629828,1103,"college st","Ring",1
"3964",7629829,1075,"college st","Ring",1
"3965",7629830,1035,"college st","Ring",1
"3966",7629831,983,"college st","Ring",1
"3967",7629832,973,"college st","Ring",1
"3968",7629833,973,"college st","Ring",1
"3969",7629834,408,"dupont st","Ring",1
"3970",7629835,410,"woburn ave","Ring",1
"3971",7629836,1638,"avenue rd","Ring",1
"3972",7629837,1539,"avenue rd","Ring",1
"3973",7629838,12,"cam fella lane","Ring",1
"3974",7629839,29,"woodward ave","Ring",1
"3975",7629840,119,"yorkville ave","Ring",1
"3976",7629841,45,"avenue rd","Ring",1
"3977",7629842,111,"avenue rd","Ring",1
"3978",7629843,188,"davenport rd","Ring",1
"3979",7629844,700,"wellington st w","Ring",1
"3980",7629845,600,"fleet st","Ring",1
"3981",7629847,222,"niagara st","Ring",1
"3982",7629848,600,"fleet st","Ring",1
"3983",7629849,169,"walnut ave","Ring",1
"3984",7629850,881,"king st w","Ring",1
"3985",7629851,600,"fleet st","Ring",1
"3986",7629852,915,"king st w","Ring",1
"3987",7629853,1051,"ossington ave","Ring",1
"3988",7629854,840,"dupont st","Ring",1
"3989",7629855,29,"concord ave","Ring",1
"3990",7629856,65,"concord ave","Ring",1
"3991",7629857,264,"beatrice st","Ring",1
"3992",7629858,1078,"dovercourt rd","Ring",1
"3993",7629859,443,"dovercourt rd","Ring",1
"3994",7629860,772,"dovercourt rd","Ring",1
"3995",7629861,1,"alexmuir blvd","Ring",1
"3996",7629862,170,"avenue rd","Ring",1
"3997",7629863,348,"davenport rd","Ring",1
"3998",7629864,35,"prince arthur ave","Ring",1
"3999",7629866,589,"markham st","Ring",1
"4000",7629867,6,"gore st","Ring",1
"4001",7629868,2388,"yonge st","Ring",1
"4002",7629869,250,"dundas st w","Ring",1
"4003",7629870,488,"university ave","Ring",1
"4004",7629871,176,"elm st","Ring",1
"4005",7629872,176,"elm st","Ring",1
"4006",7629873,176,"elm st","Ring",1
"4007",7629874,176,"elm st","Ring",1
"4008",7629876,5201,"yonge st","Ring",1
"4009",7629877,37,"sheppard ave e","Ring",1
"4010",7629879,35,"sheppard ave e","Ring",1
"4011",7629880,5111,"yonge st","Ring",1
"4012",7629881,5075,"yonge st","Ring",1
"4013",7629883,131,"finch ave w","Ring",1
"4014",7629884,5025,"yonge st","Ring",1
"4015",7629885,6,"spring garden ave","Ring",1
"4016",7629887,1030,"queen st e","Ring",1
"4017",7629888,765,"queen st e","Ring",1
"4018",7629889,774,"queen st e","Ring",1
"4019",7629890,781,"queen st e","Ring",1
"4020",7629891,787,"queen st e","Ring",1
"4021",7629892,888,"queen st e","Ring",1
"4022",7629893,1056,"queen st e","Ring",1
"4023",7629894,955,"queen st e","Ring",1
"4024",7629895,93,"winnifred ave","Ring",1
"4025",7629896,835,"queen st e","Ring",1
"4026",7629897,25,"lower simcoe st","Ring",1
"4027",7629898,363,"front st w","Ring",1
"4028",7629899,255,"bremner blvd","Ring",1
"4029",7629900,33,"lower simcoe st","Ring",1
"4030",7629901,299,"front st w","Ring",1
"4031",7629902,281,"queens quay w","Ring",1
"4032",7629903,339,"queens quay w","Ring",1
"4033",7629904,19,"orde st","Ring",1
"4034",7629905,180,"mc caul st","Ring",1
"4035",7629906,60,"murray st","Ring",1
"4036",7629908,319,"queens quay w","Ring",1
"4037",7629909,339,"queens quay w","Ring",1
"4038",7629910,19,"orde st","Ring",1
"4039",7629911,235,"mc caul st","Ring",1
"4040",7629913,3,"baldwin st","Ring",1
"4041",7629914,339,"queens quay w","Ring",1
"4042",7629915,318,"queens quay w","Ring",1
"4043",7629916,500,"university ave","Ring",1
"4044",7629917,255,"bremner blvd","Ring",1
"4045",7629918,96,"gerrard st e","Ring",1
"4046",7629919,125,"bond st","Ring",1
"4047",7629920,385,"church st","Ring",1
"4048",7629921,302,"church st","Ring",1
"4049",7629922,90,"queen st e","Ring",1
"4050",7629923,133,"dundas st e","Ring",1
"4051",7629924,491,"bay st","Ring",1
"4052",7629925,88,"mutual st","Ring",1
"4053",7629926,25,"mutual st","Ring",1
"4054",7629927,825,"bay st","Ring",1
"4055",7629928,516,"church st","Ring",1
"4056",7629929,70,"alexander st","Ring",1
"4057",7629930,459,"church st","Ring",1
"4058",7629931,66,"alexander st","Ring",1
"4059",7629932,99,"carlton st","Ring",1
"4060",7629933,958,"bay st","Ring",1
"4061",7629934,919,"bay st","Ring",1
"4062",7629935,375,"university ave","Ring",1
"4063",7629936,375,"university ave","Ring",1
"4064",7629937,160,"queen st w","Ring",1
"4065",7629938,330,"university ave","Ring",1
"4066",7629939,400,"university ave","Ring",1
"4067",7629940,426,"university ave","Ring",1
"4068",7629941,393,"university ave","Ring",1
"4069",7629942,169,"dundas st w","Ring",1
"4070",7629943,124,"chestnut st","Ring",1
"4071",7629944,180,"richmond st w","Ring",1
"4072",7629945,20,"queen st w","Ring",1
"4073",7629946,55,"bond st","Ring",1
"4074",7629947,25,"bond st","Ring",1
"4075",7629948,76,"wychwood ave","Ring",1
"4076",7629949,37,"shuter st","Ring",1
"4077",7629950,2,"shuter st","Ring",1
"4078",7629951,223,"yonge st","Ring",1
"4079",7629952,288,"bremner blvd","Ring",1
"4080",7629953,335,"bremner blvd","Ring",1
"4081",7629954,230,"front st w","Ring",1
"4082",7629955,230,"front st w","Ring",1
"4083",7629956,267,"st george st","Ring",1
"4084",7629957,170,"avenue rd","Ring",1
"4085",7629958,40,"bedford rd","Ring",1
"4086",7629959,225,"st george st","Ring",1
"4087",7629960,277,"st george st","Ring",1
"4088",7629961,2161,"queen st e","Ring",1
"4089",7629962,1706,"danforth ave","Ring",1
"4090",7629963,27,"front st e","Ring",1
"4091",7629964,1910,"gerrard st e","Ring",1
"4092",7629965,2198,"gerrard st e","Ring",1
"4093",7629966,80,"queensdale ave","Ring",1
"4094",7629967,80,"queensdale ave","Ring",1
"4095",7629968,61,"dockside dr","Ring",1
"4096",7629969,936,"bathurst st","Ring",1
"4097",7629970,1025,"bathurst st","Ring",1
"4098",7629972,511,"bloor st w","Ring",1
"4099",7629973,425,"bloor st w","Ring",1
"4100",7629974,507,"bloor st w","Ring",1
"4101",7629975,507,"bloor st w","Ring",1
"4102",7629976,1069,"bathurst st","Ring",1
"4103",7629977,1075,"bathurst st","Ring",1
"4104",7629978,10,"york mills rd","Ring",1
"4105",7629979,219,"fort york blvd","Ring",1
"4106",7629980,650,"fleet st","Ring",1
"4107",7629981,120,"tecumseth st","Ring",1
"4108",7629982,650,"fleet st","Ring",1
"4109",7629983,108,"hallam st","Ring",1
"4110",7629984,787,"dupont st","Ring",1
"4111",7629985,135,"st george st","Ring",1
"4112",7629986,317,"bloor st w","Ring",1
"4113",7629987,317,"bloor st w","Ring",1
"4114",7629988,61,"bellevue ave","Ring",1
"4115",7629989,145,"annette st","Ring",1
"4116",7629990,145,"annette st","Ring",1
"4117",7629991,406,"roncesvalles ave","Ring",1
"4118",7629992,310,"bloor st w","Ring",1
"4119",7629993,512,"bloor st w","Ring",1
"4120",7629994,436,"bloor st w","Ring",1
"4121",7629995,264,"bloor st w","Ring",1
"4122",7629997,524,"bloor st w","Ring",1
"4123",7629998,362,"bloor st w","Ring",1
"4124",7629999,532,"bloor st w","Ring",1
"4125",7630000,8,"heintzman st","Ring",1
"4126",7630001,67,"lombard st","Ring",1
"4127",7630002,120,"front st e","Ring",1
"4128",7630003,26,"lombard st","Ring",1
"4129",7630004,218,"king st e","Ring",1
"4130",7630005,2355,"dundas st w","Ring",1
"4131",7630006,2733,"dundas st w","Ring",1
"4132",7630007,2720,"dundas st w","Ring",1
"4133",7630008,2,"toronto st","Ring",1
"4134",7630009,97,"church st","Ring",1
"4135",7630010,103,"church st","Ring",1
"4136",7630011,107,"front st e","Ring",1
"4137",7630012,1,"toronto st","Ring",1
"4138",7630013,127,"front st e","Ring",1
"4139",7630014,26,"lombard st","Ring",1
"4140",7630015,11,"jarvis st","Ring",1
"4141",7630016,114,"church st","Ring",1
"4142",7630017,70,"king st e","Ring",1
"4143",7630018,67,"adelaide st e","Ring",1
"4144",7630020,38,"spadina ave","Ring",1
"4145",7630021,436,"wellington st w","Ring",1
"4146",7630022,440,"wellington st w","Ring",1
"4147",7630023,440,"wellington st w","Ring",1
"4148",7630024,400,"university ave","Ring",1
"4149",7630025,438,"university ave","Ring",1
"4150",7630026,438,"university ave","Ring",1
"4151",7630027,175,"kendal ave","Ring",1
"4152",7630028,573,"christie st","Ring",1
"4153",7630029,5,"benson ave","Ring",1
"4154",7630031,629,"dufferin st","Ring",1
"4155",7630033,687,"st clair ave w","Ring",1
"4156",7630034,573,"christie st","Ring",1
"4157",7630035,275,"queens quay w","Ring",1
"4158",7630036,330,"lansdowne ave","Ring",1
"4159",7630037,330,"lansdowne ave","Ring",1
"4160",7630038,152,"st helen's ave","Ring",1
"4161",7630039,1293,"bloor st w","Ring",1
"4162",7630040,37,"queen st e","Ring",1
"4163",7630041,111,"queen st e","Ring",1
"4164",7630043,123,"queen st e","Ring",1
"4165",7630044,107,"church st","Ring",1
"4166",7630045,119,"church st","Ring",1
"4167",7630046,60,"richmond st e","Ring",1
"4168",7630047,78,"victoria st","Ring",1
"4169",7630048,30,"adelaide st e","Ring",1
"4170",7630049,287,"davenport rd","Ring",1
"4171",7630050,658,"danforth ave","Ring",1
"4172",7630051,220,"langley ave","Ring",1
"4173",7630052,809,"danforth ave","Ring",1
"4174",7630053,627,"danforth ave","Ring",1
"4175",7630055,809,"danforth ave","Ring",1
"4176",7630056,86,"blake st","Ring",1
"4177",7630057,371,"bloor st w","Ring",1
"4178",7630058,553,"bloor st w","Ring",1
"4179",7630059,1065,"bathurst st","Ring",1
"4180",7630060,792,"carlaw ave","Ring",1
"4181",7630062,178,"hampton ave","Ring",1
"4182",7630063,113,"simpson ave","Ring",1
"4183",7630064,175,"danforth ave","Ring",1
"4184",7630065,620,"gerrard st e","Ring",1
"4185",7630068,246,"king st e","Ring",1
"4186",7630069,28,"ted rogers way","Ring",1
"4187",7630070,319,"sutherland dr","Ring",1
"4188",7630071,185,"king st e","Ring",1
"4189",7630072,200,"king st e","Ring",1
"4190",7630073,11,"college st","Ring",1
"4191",7630074,840,"coxwell ave","Ring",1
"4192",7630075,1893,"avenue rd","Ring",1
"4193",7630077,2,"follis ave","Ring",1
"4194",7630078,252,"christie st","Ring",1
"4195",7630079,11,"christie st","Ring",1
"4196",7630080,118,"christie st","Ring",1
"4197",7630081,55,"belmont st","Ring",1
"4198",7630082,398,"bloor st w","Ring",1
"4199",7630083,444,"bloor st w","Ring",1
"4200",7630084,326,"bloor st w","Ring",1
"4201",7630085,400,"bloor st w","Ring",1
"4202",7630086,2136,"danforth ave","Ring",1
"4203",7630087,2438,"danforth ave","Ring",1
"4204",7630088,2183,"danforth ave","Ring",1
"4205",7630089,2168,"danforth ave","Ring",1
"4206",7630090,2183,"danforth ave","Ring",1
"4207",7630091,311,"main st","Ring",1
"4208",7630092,1133,"yonge st","Ring",1
"4209",7630093,2,"roxborough st e","Ring",1
"4210",7630094,12,"shaftesbury ave","Ring",1
"4211",7630095,1132,"yonge st","Ring",1
"4212",7630096,2575,"danforth ave","Ring",1
"4213",7630097,919,"dundas st w","Ring",1
"4214",7630098,1052,"queen st w","Ring",1
"4215",7630099,686,"queen st w","Ring",1
"4216",7630100,55,"halton st","Ring",1
"4217",7630101,982,"dundas st w","Ring",1
"4218",7630102,882,"queen st w","Ring",1
"4219",7630103,872,"dundas st w","Ring",1
"4220",7630104,1052,"dundas st w","Ring",1
"4221",7630105,1080,"queen st w","Ring",1
"4222",7630106,1173,"dundas st w","Ring",1
"4223",7630107,900,"queen st w","Ring",1
"4224",7630108,1140,"dundas st w","Ring",1
"4225",7630109,684,"queen st w","Ring",1
"4226",7630110,700,"queen st w","Ring",1
"4227",7630111,1255,"dundas st w","Ring",1
"4228",7630112,797,"dundas st w","Ring",1
"4229",7630113,84,"elizabeth st","Ring",1
"4230",7630114,92,"chestnut st","Ring",1
"4231",7630115,89,"chestnut st","Ring",1
"4232",7630116,2,"shuter st","Ring",1
"4233",7630117,20,"albert st","Ring",1
"4234",7630118,20,"albert st","Ring",1
"4235",7630119,50,"queen st w","Ring",1
"4236",7630120,131,"church st","Ring",1
"4237",7630122,310,"front st w","Ring",1
"4238",7630123,255,"bremner blvd","Ring",1
"4239",7630124,603,"davenport rd","Ring",1
"4240",7630125,115,"winona dr","Ring",1
"4241",7630126,651,"dufferin st","Ring",1
"4242",7630127,603,"davenport rd","Ring",1
"4243",7630128,573,"christie st","Ring",1
"4244",7630129,573,"christie st","Ring",1
"4245",7630130,603,"davenport rd","Ring",1
"4246",7630131,129,"mc caul st","Ring",1
"4247",7630132,140,"mc caul st","Ring",1
"4248",7630133,339,"queens quay w","Ring",1
"4249",7630134,176,"elm st","Ring",1
"4250",7630135,330,"lansdowne ave","Ring",1
"4251",7630136,354,"lansdowne ave","Ring",1
"4252",7630137,123,"margueretta st","Ring",1
"4253",7630138,111,"victoria st","Ring",1
"4254",7630139,85,"queen st e","Ring",1
