"","id","stNumber","stName","type","capacity"
"13814",7640458,383,"ellis park rd","Ring",1
"13815",7640459,1531,"queen st w","Ring",1
"13816",7640460,20,"brant st","Ring",1
"13817",7640461,222,"bremner blvd","Ring",1
"13818",7640462,2174,"dundas st w","Ring",1
"13819",7640463,581,"markham st","Ring",1
"13820",7640464,1068,"college st","Ring",1
"13821",7640465,580,"king st w","Ring",1
"13822",7640466,76,"wychwood ave","Ring",1
"13823",7640467,1349,"queen st w","Ring",1
"13824",7640469,219,"fort york blvd","Ring",1
"13825",7640470,60,"brant st","Ring",1
"13826",7640471,425,"adelaide st w","Ring",1
"13827",7640472,660,"fleet st","Ring",1
"13828",7640473,131,"finch ave w","Ring",1
"13829",7640474,27,"baldwin st","Ring",1
"13830",7640475,56,"queen st e","Ring",1
"13831",7640477,481,"bloor st w","Ring",1
"13832",7640479,120,"front st e","Ring",1
"13833",7640480,98,"richmond st e","Ring",1
"13834",7640481,112,"danforth ave","Ring",1
"13835",7640482,2701,"danforth ave","Ring",1
"13836",7640483,115,"cumberland st","Ring",1
"13837",7640484,2,"wendover rd","Ring",1
"13838",7640485,575,"king st e","Ring",1
"13839",7640486,320,"st george st","Ring",1
"13840",7640487,85,"hanna ave","Ring",1
"13841",7640488,3330,"yonge st","Ring",1
"13842",7640489,394,"euclid ave","Ring",1
"13843",7640490,231,"avenue rd","Ring",1
"13844",7640491,981,"dovercourt rd","Ring",1
"13845",7640492,3079,"danforth ave","Ring",1
"13846",7640493,214,"college st","Ring",1
"13847",7640494,2584,"danforth ave","Ring",1
"13848",7640495,2434,"bloor st w","Ring",1
"13849",7640496,1172,"bay st","Ring",1
"13850",7640497,113,"jefferson ave","Ring",1
"13851",7640499,185,"spadina ave","Ring",1
"13852",7640500,100,"bloor st e","Ring",1
"13853",7640501,65,"concord ave","Ring",1
"13854",7640502,288,"king st e","Ring",1
"13855",7640503,803,"danforth ave","Ring",1
"13856",7640504,320,"huron st","Ring",1
"13857",7640505,930,"king st w","Ring",1
"13858",7640507,73,"isabella st","Ring",1
"13859",7640508,707,"st clair ave w","Ring",1
"13860",7640510,151,"yonge st","Ring",1
"13861",7640511,218,"queens quay w","Ring",1
"13862",7640512,424,"cherry st","Ring",1
"13863",7640513,43,"bay st","Ring",1
"13864",7640514,37,"regent st","Ring",1
"13865",7640515,132,"bellevue ave","Ring",1
"13866",7640516,481,"queen st w","Ring",1
"13867",7640517,993,"queen st w","Ring",1
"13868",7640518,742,"spadina ave","Ring",1
"13869",7640519,1022,"king st w","Ring",1
"13870",7640520,424,"college st","Ring",1
"13871",7640521,15,"cooper st","Ring",1
"13872",7640522,245,"davisville ave","Ring",1
"13873",7640523,2190,"yonge st","Ring",1
"13874",7640524,1141,"bloor st w","Ring",1
"13875",7640525,185,"dundas st w","Ring",1
"13876",7640526,689,"queen st e","Ring",1
"13877",7640527,278,"dupont st","Ring",1
"13878",7640528,248,"queens quay w","Ring",1
"13879",7640529,550,"university ave","Ring",1
"13880",7640530,1061,"eglinton ave w","Ring",1
"13881",7640531,30,"niagara st","Ring",1
"13882",7640532,284,"dupont st","Ring",1
"13883",7640533,365,"adelaide st w","Ring",1
"13884",7640534,434,"king st w","Ring",1
"13885",7640535,92,"chestnut st","Ring",1
"13886",7640536,573,"christie st","Ring",1
"13887",7640537,1782,"danforth ave","Ring",1
"13888",7640538,1012,"bathurst st","Ring",1
"13889",7640540,585,"university ave","Ring",1
"13890",7640541,682,"pape ave","Ring",1
"13891",7640542,4325,"mccowan rd","Ring",1
"13892",7640543,385,"church st","Ring",1
"13893",7640545,456,"college st","Ring",1
"13894",7640546,2195,"bloor st w","Ring",1
"13895",7640547,209,"wellington st w","Ring",1
"13896",7640548,305,"lansdowne ave","Ring",1
"13897",7640549,225,"st george st","Ring",1
"13898",7640550,750,"spadina ave","Ring",1
"13899",7640551,20,"john st","Ring",1
"13900",7640552,1098,"queen st w","Ring",1
"13901",7640553,1269,"college st","Ring",1
"13902",7640554,916,"kingston rd","Ring",1
"13903",7640555,230,"front st w","Ring",1
"13904",7640556,200,"danforth ave","Ring",1
"13905",7640557,522,"university ave","Ring",1
"13906",7640558,90,"gerrard st w","Ring",1
"13907",7640559,504,"church st","Ring",1
"13908",7640560,329,"st george st","Ring",1
"13909",7640561,991,"dovercourt rd","Ring",1
"13910",7640562,363,"yonge st","Ring",1
"13911",7640563,500,"university ave","Ring",1
"13912",7640564,682,"gerrard st e","Ring",1
"13913",7640565,2,"howland rd","Ring",1
"13914",7640566,724,"pape ave","Ring",1
"13915",7640567,51,"lower simcoe st","Ring",1
"13916",7640568,102,"adelaide st e","Ring",1
"13917",7640570,942,"queen st w","Ring",1
"13918",7640571,73,"bellwoods ave","Ring",1
"13919",7640572,160,"baldwin st","Ring",1
"13920",7640573,54,"kensington ave","Ring",1
"13921",7640574,2,"pineway blvd","Ring",1
"13922",7640575,5111,"yonge st","Ring",1
"13923",7640577,2292,"bloor st w","Ring",1
"13924",7640578,120,"carlton st","Ring",1
"13925",7640580,240,"queen st w","Ring",1
"13926",7640581,531,"bay st","Ring",1
"13927",7640582,100,"wellesley st e","Ring",1
"13928",7640583,1027,"king st w","Ring",1
"13929",7640584,30,"st clair ave w","Ring",1
"13930",7640585,491,"queen st e","Ring",1
"13931",7640586,920,"dundas st w","Ring",1
"13932",7640587,2,"bedford park ave","Ring",1
"13933",7640588,68,"ossington ave","Ring",1
"13934",7640590,1,"spruce hill rd","Ring",1
"13935",7640591,1751,"lake shore blvd w","Ring",1
"13936",7640592,73,"sumach st","Ring",1
"13937",7640593,10,"harbour st","Ring",1
"13938",7640594,461,"cherry st","Ring",1
"13939",7640595,592,"queen st w","Ring",1
"13940",7640596,1,"alamosa dr","Ring",1
"13941",7640597,2231,"bloor st w","Ring",1
"13942",7640598,2196,"danforth ave","Ring",1
"13943",7640599,825,"dundas st w","Ring",1
"13944",7640601,52,"exmoor dr","Ring",1
"13945",7640602,192,"adelaide st w","Ring",1
"13946",7640603,15,"mc caul st","Ring",1
"13947",7640604,1242,"yonge st","Ring",1
"13948",7640605,50,"woodmount ave","Ring",1
"13949",7640606,5111,"yonge st","Ring",1
"13950",7640607,130,"carlton st","Ring",1
"13951",7640608,22,"wellesley st w","Ring",1
"13952",7640609,77,"howard st",NA,1
"13953",7640610,464,"yonge st",NA,1
"13954",7640611,1091,"queen st w","Ring",1
"13955",7640612,623,"bloor st w","Ring",1
"13956",7640613,90,"shuter st","Ring",1
"13957",7640614,752,"dundas st w","Ring",1
"13958",7640615,15,"brunel crt","Ring",1
"13959",7640616,489,"quebec ave","Ring",1
"13960",7640617,850,"humberwood blvd","Ring",1
"13961",7640618,1396,"queen st w","Ring",1
"13962",7640619,350,"huron st","Ring",1
"13963",7640620,1815,"queen st e","Ring",1
"13964",7640621,3128,"dundas st w","Ring",1
"13965",7640622,24,"merton st","Ring",1
"13966",7640623,417,"jane st","Ring",1
"13967",7640624,509,"oakwood ave","Ring",1
"13968",7640625,1150,"victoria park ave","Ring",1
"13969",7640626,326,"college st","Ring",1
"13970",7640628,55,"st clair ave w","Ring",1
"13971",7640629,9,"mill st","Ring",1
"13972",7640630,33,"russell st","Ring",1
"13973",7640631,2,"macdonell ave","Ring",1
"13974",7640632,3,"borden st","Ring",1
"13975",7640633,401,"roncesvalles ave","Ring",1
"13976",7640634,100,"st clair ave w","Ring",1
"13977",7640635,21,"mc caul st","Ring",1
"13978",7640636,480,"dundas st e","Ring",1
"13979",7640637,1876,"danforth ave","Ring",1
"13980",7640638,961,"coxwell ave","Ring",1
"13981",7640639,502,"king st e","Ring",1
"13982",7640640,905,"bloor st w","Ring",1
"13983",7640641,226,"roncesvalles ave","Ring",1
"13984",7640642,217,"richmond st w","Ring",1
"13985",7640644,1044,"queen st w","Ring",1
"13986",7640646,460,"spadina ave","Ring",1
"13987",7640647,702,"king st w","Ring",1
"13988",7640648,934,"queen st e","Ring",1
"13989",7640649,566,"yonge st","Ring",1
"13990",7640650,20,"willcocks st","Ring",1
"13991",7640651,127,"grenadier rd","Ring",1
"13992",7640652,61,"bellevue ave","Ring",1
"13993",7640654,393,"donlands ave","Ring",1
"13994",7640655,1508,"queen st w","Ring",1
"13995",7640656,600,"fleet st","Ring",1
"13996",7640657,400,"richmond st w","Ring",1
"13997",7640658,842,"gerrard st e","Ring",1
"13998",7640659,1272,"st clair ave w","Ring",1
"13999",7640660,595,"bay st","Ring",1
"14000",7640662,341,"queen st w","Ring",1
"14001",7640663,498,"queens quay w","Ring",1
"14002",7640664,70,"the esplanade","Ring",1
"14003",7640665,650,"church st","Ring",1
"14004",7640666,469,"front st e","Ring",1
"14005",7640667,1419,"dufferin st","Ring",1
"14006",7640668,188,"main st","Ring",1
"14007",7640669,1518,"dundas st w","Ring",1
"14008",7640671,133,"crawford st","Ring",1
"14009",7640672,702,"king st w","Ring",1
"14010",7640673,345,"college st","Ring",1
"14011",7640674,252,"parliament st","Ring",1
"14012",7640675,88,"laird dr","Ring",1
"14013",7640676,2129,"danforth ave","Ring",1
"14014",7640678,585,"yonge st","Ring",1
"14015",7640679,2304,"bloor st w","Ring",1
"14016",7640680,16,"hollywood ave","Ring",1
"14017",7640681,955,"royal york rd","Ring",1
"14018",7640682,437,"roncesvalles ave","Ring",1
"14019",7640683,2155,"bloor st w","Ring",1
"14020",7640684,906,"kingston rd","Ring",1
"14021",7640685,462,"dupont st","Ring",1
"14022",7640686,300,"victoria st","Rack",1
"14023",7640687,610,"bay st","Ring",1
"14024",7640688,121,"st george st","Ring",1
"14025",7640689,1635,"bayview ave","Ring",1
"14026",7640690,131,"finch ave w","Ring",1
"14027",7640691,20,"palace st","Ring",1
"14028",7640692,354,"gerrard st e","Ring",1
"14029",7640693,140,"yonge st","Ring",1
"14030",7640694,86,"walnut ave","Ring",1
"14031",7640695,747,"college st","Ring",1
"14032",7640696,336,"bloor st w","Ring",1
"14033",7640697,149,"ossington ave","Ring",1
"14034",7640698,1068,"yonge st","Ring",1
"14035",7640699,264,"beatrice st","Ring",1
"14036",7640700,21,"victoria st","Ring",1
"14037",7640701,880,"bay st","Ring",1
"14038",7640702,180,"colborne lodge dr","Ring",1
"14039",7640703,255,"bremner blvd","Ring",1
"14040",7640705,732,"bloor st w","Ring",1
"14041",7640706,35,"avenue rd","Ring",1
"14042",7640707,111,"chestnut st","Ring",1
"14043",7640708,603,"davenport rd","Ring",1
"14044",7640709,115,"cumberland st","Ring",1
"14045",7640710,142,"avenue rd","Ring",1
"14046",7640711,362,"danforth ave","Ring",1
"14047",7640712,2150,"bloor st w","Ring",1
"14048",7640713,274,"spadina ave","Ring",1
"14049",7640714,745,"broadview ave","Ring",1
"14050",7640715,161,"christie st","Ring",1
"14051",7640716,3128,"dundas st w","Ring",1
"14052",7640717,348,"dupont st","Ring",1
"14053",7640718,213,"delaware ave","Rack",1
"14054",7640719,5440,"yonge st","Ring",1
"14055",7640720,2196,"dundas st w","Ring",1
"14056",7640721,725,"college st","Ring",1
"14057",7640722,250,"wellington st w","Ring",1
"14058",7640723,990,"bloor st w","Ring",1
"14059",7640724,2525,"eglinton ave w","Ring",1
"14060",7640725,2950,"dundas st w","Ring",1
"14061",7640726,20,"sunlight park rd","Ring",1
"14062",7640727,200,"king st w","Ring",1
"14063",7640728,14,"queen st w","Ring",1
"14064",7640729,620,"king st w","Ring",1
"14065",7640730,565,"college st","Ring",1
"14066",7640731,308,"palmerston ave","Ring",1
"14067",7640732,18,"church st","Ring",1
"14068",7640733,319,"ossington ave","Ring",1
"14069",7640734,904,"logan ave","Ring",1
"14070",7640735,2234,"queen st e","Ring",1
"14071",7640736,89,"regal rd","Ring",1
"14072",7640737,3003,"danforth ave","Ring",1
"14073",7640738,898,"bloor st w","Ring",1
"14074",7640739,2324,"lake shore blvd w","Ring",1
"14075",7640740,242,"bloor st w","Ring",1
"14076",7640741,3671,"dundas st w","Ring",1
"14077",7640743,519,"dundas st w","Ring",1
"14078",7640744,402,"royal york rd","Ring",1
"14079",7640745,311,"main st","Ring",1
"14080",7640746,2426,"danforth ave","Ring",1
"14081",7640747,397,"queen st w","Ring",1
"14082",7640748,29,"st lawrence st","Ring",1
"14083",7640749,235,"ossington ave","Ring",1
"14084",7640750,785,"dundas st w","Ring",1
"14085",7640751,112,"college st","Ring",1
"14086",7640752,446,"front st e","Ring",1
"14087",7640753,250,"dundas st w","Ring",1
"14088",7640755,250,"dundas st w","Ring",1
"14089",7640756,283,"college st","Ring",1
"14090",7640758,672,"mount pleasant rd","Ring",1
"14091",7640759,831,"bloor st w","Ring",1
"14092",7640760,555,"college st","Ring",1
"14093",7640761,169,"clinton st","Ring",1
"14094",7640762,200,"university ave","Ring",1
"14095",7640763,13,"phoebe st","Ring",1
"14096",7640764,235,"the esplanade","Ring",1
"14097",7640765,999,"eglinton ave w","Ring",1
"14098",7640766,490,"sherbourne st","Ring",1
"14099",7640767,784,"yonge st","Ring",1
"14100",7640768,75,"cosburn ave","Ring",1
"14101",7640769,75,"yorkville ave","Ring",1
"14102",7640770,2346,"yonge st","Ring",1
"14103",7640771,2344,"dufferin st","Ring",1
"14104",7640772,203,"queens quay w","Ring",1
"14105",7640773,1213,"dundas st w","Ring",1
"14106",7640774,371,"bloor st w","Ring",1
"14107",7640776,5285,"yonge st","Ring",1
"14108",7640777,443,"king st w","Ring",1
"14109",7640779,389,"church st","Ring",1
"14110",7640780,380,"sherbourne st","Ring",1
"14111",7640781,191,"eglinton ave e","Ring",1
"14112",7640782,911,"queen st e","Ring",1
"14113",7640783,459,"king st e","Ring",1
"14114",7640784,601,"sherbourne st","Ring",1
"14115",7640786,290,"harbord st","Ring",1
"14116",7640787,74,"spruce st","Ring",1
"14117",7640788,301,"parliament st","Ring",1
"14118",7640789,139,"spadina ave","Ring",1
"14119",7640790,230,"the esplanade","Ring",1
"14120",7640791,400,"university ave","Ring",1
"14121",7640792,302,"church st","Ring",1
"14122",7640793,1235,"bay st","Ring",1
"14123",7640794,1214,"queen st w","Ring",1
"14124",7640795,186,"st george st","Ring",1
"14125",7640796,185,"king st e","Ring",1
"14126",7640799,100,"dundas st w","Ring",1
"14127",7640800,555,"university ave","Ring",1
"14128",7640801,3174,"yonge st","Ring",1
"14129",7640802,789,"don mills rd","Ring",1
"14130",7640803,756,"college st","Ring",1
"14131",7640805,1446,"gerrard st e","Ring",1
"14132",7640806,1160,"weston rd","Ring",1
"14133",7640807,35,"wellesley st w","Ring",1
"14134",7640808,800,"eglinton ave e","Ring",1
"14135",7640809,63,"wellesley st e","Ring",1
"14136",7640810,556,"yonge st","Ring",1
"14137",7640811,416,"college st","Ring",1
"14138",7640813,537,"queen st w","Ring",1
"14139",7640814,295,"college st","Ring",1
"14140",7640815,407,"keele st","Ring",1
"14141",7640816,1495,"queen st w",NA,1
"14142",7640817,1554,"danforth ave","Ring",1
"14143",7640818,260,"richmond st w","Ring",1
"14144",7640819,140,"st george st","Ring",1
"14145",7640820,640,"dundas st e","Ring",1
"14146",7640821,172,"harbord st","Ring",1
"14147",7640822,679,"queens quay w","Ring",1
"14148",7640823,30,"bridgman ave","Ring",1
"14149",7640824,1416,"queen st w","Ring",1
"14150",7640826,60,"mill st","Ring",1
"14151",7640827,1141,"bloor st w","Ring",1
"14152",7640829,249,"queens quay w","Ring",1
"14153",7640830,25,"mill st","Ring",1
"14154",7640831,70,"mill st","Ring",1
"14155",7640833,3,"borden st","Ring",1
"14156",7640834,11,"brock ave","Ring",1
"14157",7640835,140,"st george st","Ring",1
"14158",7640836,7,"oak st","Ring",1
"14159",7640838,56,"dan leckie way","Ring",1
"14160",7640839,263,"queens quay e","Ring",1
"14161",7640840,87,"osler st","Ring",1
"14162",7640841,29,"yorkville ave","Ring",1
"14163",7640842,819,"bathurst st",NA,1
"14164",7640843,1722,"queen st w","Ring",1
"14165",7640844,539,"parliament st","Ring",1
"14166",7640845,606,"danforth ave","Ring",1
"14167",7640846,175,"kendal ave","Ring",1
"14168",7640847,80,"winchester st","Ring",1
"14169",7640848,2,"du maurier blvd","Ring",1
"14170",7640849,12,"douro st","Ring",1
"14171",7640850,1818,"bayview ave","Ring",1
"14172",7640851,82,"queens quay w","Ring",1
"14173",7640853,76,"wychwood ave","Ring",1
"14174",7640854,1426,"gerrard st e","Ring",1
"14175",7640855,91,"harbord st","Ring",1
"14176",7640857,1359,"davenport rd","Ring",1
"14177",7640858,1975,"queen st e","Ring",1
"14178",7640859,222,"bremner blvd","Ring",1
"14179",7640860,1630,"danforth ave","Ring",1
"14180",7640861,640,"dundas st e","Ring",1
"14181",7640862,938,"st clair ave w","Ring",1
"14182",7640863,90,"gerrard st w","Ring",1
"14183",7640864,26,"duncan st","Ring",1
"14184",7640865,568,"richmond st w","Ring",1
"14185",7640866,245,"queens quay w","Ring",1
"14186",7640868,495,"front st e","Ring",1
"14187",7640869,200,"bay st","Ring",1
"14188",7640870,621,"st clair ave w","Ring",1
"14189",7640871,14,"madison ave","Ring",1
"14190",7640872,34,"bathurst st","Ring",1
"14191",7640873,400,"eastern ave","Ring",1
"14192",7640874,82,"roncesvalles ave","Ring",1
"14193",7640875,935,"danforth ave","Ring",1
"14194",7640876,183,"wellington st w","Ring",1
"14195",7640877,69,"richmond st w","Ring",1
"14196",7640878,208,"queens quay w","Ring",1
"14197",7640879,53,"donlands ave","Ring",1
"14198",7640881,160,"perth ave","Ring",1
"14199",7640882,20,"queen st w","Ring",1
"14200",7640883,1419,"dufferin st","Ring",1
"14201",7640884,176,"dupont st","Ring",1
"14202",7640885,139,"dundas st w","Ring",1
"14203",7640886,1729,"bloor st w","Ring",1
"14204",7640887,1622,"eglinton ave w","Ring",1
"14205",7640888,229,"queen st e","Ring",1
"14206",7640889,26,"wellington st e","Ring",1
"14207",7640890,180,"elizabeth st",NA,1
"14208",7640891,261,"richmond st w","Ring",1
"14209",7640892,24,"baldwin st","Ring",1
"14210",7640893,1930,"weston rd","Ring",1
"14211",7640894,40,"spadina ave","Ring",1
"14212",7640895,3747,"lake shore blvd w","Ring",1
"14213",7640896,1519,"yonge st","Ring",1
"14214",7640897,133,"wilton st","Ring",1
"14215",7640898,421,"royal york rd","Ring",1
"14216",7640899,49,"harbour sq","Ring",1
"14217",7640900,976,"college st","Ring",1
"14218",7640901,190,"elizabeth st","Ring",1
"14219",7640902,2337,"dundas st w","Ring",1
"14220",7640903,1877,"gerrard st e","Ring",1
"14221",7640904,77,"howard st",NA,1
"14222",7640905,207,"eastern ave","Ring",1
"14223",7640906,600,"bay st","Ring",1
"14224",7640907,35,"britain st","Ring",1
"14225",7640908,322,"bloor st w","Ring",1
"14226",7640909,540,"parliament st","Ring",1
"14227",7640910,510,"bathurst st","Ring",1
"14228",7640912,730,"bathurst st","Ring",1
"14229",7640913,215,"madison ave","Ring",1
"14230",7640914,803,"king st w","Ring",1
"14231",7640915,89,"regal rd","Ring",1
"14232",7640916,38,"wellington st e","Ring",1
"14233",7640917,154,"university ave","Ring",1
"14234",7640919,232,"dupont st","Ring",1
"14235",7640920,1460,"gerrard st e","Ring",1
"14236",7640921,40,"mc caul st","Ring",1
"14237",7640922,925,"queen st w","Ring",1
"14238",7640923,500,"university ave","Ring",1
"14239",7640924,113,"lansdowne ave",NA,1
"14240",7640925,2,"st clair ave e","Ring",1
"14241",7640926,705,"king st w","Ring",1
"14242",7640927,132,"john st","Ring",1
"14243",7640928,159,"yonge st","Ring",1
"14244",7640929,230,"college st","Ring",1
"14245",7640930,278,"broadview ave","Ring",1
"14246",7640931,77,"cottingham st",NA,1
"14247",7640932,419,"dovercourt rd","Rack",1
"14248",7640933,585,"king st w",NA,1
"14249",7640934,2,"sussex ave",NA,1
"14250",7640935,100,"lombard st",NA,1
"14251",7640937,25,"eleventh st",NA,1
"14252",7640938,19,"grand trunk cres","Ring",1
"14253",7640939,167,"evelyn ave","Ring",1
"14254",7640940,2879,"danforth ave","Ring",1
"14255",7640941,78,"dewson st",NA,1
"14256",7640942,1032,"st clair ave w","Ring",1
"14257",7640943,396,"st clair ave w","Ring",1
"14258",7640944,231,"fort york blvd","Ring",1
"14259",7640945,3304,"danforth ave",NA,1
"14260",7640946,700,"kingston rd",NA,1
"14261",7640947,144,"cumberland st","Ring",1
"14262",7640948,32,"lisgar st","Ring",1
"14263",7640950,231,"fort york blvd","Ring",1
"14264",7640951,693,"bathurst st","Ring",1
"14265",7640952,789,"dupont st","Ring",1
"14266",7640953,269,"eglinton ave e","Ring",1
"14267",7640954,675,"bloor st w","Ring",1
"14268",7640955,2575,"danforth ave","Ring",1
"14269",7640956,411,"spadina ave","Ring",1
"14270",7640957,1660,"bloor st w","Ring",1
"14271",7640958,25,"eleventh st",NA,1
"14272",7640959,484,"king st e","Ring",1
"14273",7640960,131,"the esplanade","Ring",1
"14274",7640961,5140,"yonge st","Ring",1
"14275",7640962,115,"george st","Ring",1
"14276",7640963,2877,"dundas st w","Ring",1
"14277",7640964,156,"john st","Ring",1
"14278",7640965,345,"high park ave","Ring",1
"14279",7640966,81,"navy wharf crt","Ring",1
"14280",7640967,26,"the esplanade","Ring",1
"14281",7640968,105,"victoria st","Ring",1
"14282",7640969,1114,"st clair ave w","Ring",1
"14283",7640970,20,"vanauley st","Ring",1
"14284",7640971,98,"symington ave","Ring",1
"14285",7640972,570,"bay st","Ring",1
"14286",7640973,700,"bay st","Ring",1
"14287",7640975,431,"eastern ave","Ring",1
"14288",7640976,151,"yonge st","Ring",1
"14289",7640977,1485,"dupont st","Ring",1
"14290",7640978,620,"university ave","Ring",1
"14291",7640979,106,"mutual st","Ring",1
"14292",7640980,2847,"dundas st w","Ring",1
"14293",7640981,800,"bay st","Ring",1
"14294",7640982,230,"the esplanade","Ring",1
"14295",7640983,185,"wallace ave","Ring",1
"14296",7640984,25,"carlton st","Ring",1
"14297",7640985,288,"bremner blvd","Ring",1
"14298",7640986,605,"bloor st w","Ring",1
"14299",7640987,33,"jarvis st","Ring",1
"14300",7640988,410,"adelaide st w","Ring",1
"14301",7640990,11,"kennedy park rd","Ring",1
"14302",7640991,76,"fraser ave","Ring",1
"14303",7640992,2,"shuter st","Ring",1
"14304",7640993,826,"bloor st w","Ring",1
"14305",7640994,39,"prince arthur ave","Ring",1
"14306",7640995,448,"eglinton ave w","Ring",1
"14307",7640996,581,"markham st","Ring",1
"14308",7640997,2131,"lawrence ave e","Ring",1
"14309",7640999,1479,"yonge st","Ring",1
"14310",7641000,874,"yonge st","Ring",1
"14311",7641001,750,"spadina ave","Ring",1
"14312",7641002,145,"king st w","Ring",1
"14313",7641003,28,"duncan st","Ring",1
"14314",7641004,481,"dundas st w","Ring",1
"14315",7641005,481,"dundas st w","Ring",1
"14316",7641006,97,"sherbourne st","Ring",1
"14317",7641007,175,"plains rd","Ring",1
"14318",7641008,77,"st clair ave e","Ring",1
"14319",7641009,20,"charles st e","Ring",1
"14320",7641010,245,"queens quay w","Ring",1
"14321",7641011,1528,"dundas st w","Ring",1
"14322",7641012,730,"queen st e","Ring",1
"14323",7641013,151,"john st","Ring",1
"14324",7641014,111,"spadina rd","Ring",1
"14325",7641015,109,"niagara st","Ring",1
"14326",7641016,29,"st dennis dr","Ring",1
"14327",7641017,5,"salem ave","Ring",1
"14328",7641018,1132,"bay st","Ring",1
"14329",7641019,30,"jefferson ave","Ring",1
"14330",7641020,123,"spadina rd","Ring",1
"14331",7641021,600,"fleet st","Ring",1
"14332",7641022,1090,"bloor st w","Ring",1
"14333",7641023,1151,"queen st w","Ring",1
"14334",7641024,255,"bremner blvd","Ring",1
"14335",7641025,936,"bathurst st","Ring",1
"14336",7641026,80,"peter st","Ring",1
"14337",7641027,669,"danforth ave","Ring",1
"14338",7641028,27,"college st","Ring",1
"14339",7641029,78,"victoria st","Ring",1
"14340",7641030,95,"fort york blvd","Ring",1
"14341",7641031,23,"baldwin st","Ring",1
"14342",7641032,45,"grosvenor st","Ring",1
"14343",7641034,10,"clendenan ave","Ring",1
"14344",7641035,10,"york mills rd","Ring",1
"14345",7641036,310,"adelaide st w","Ring",1
"14346",7641037,139,"king st e","Ring",1
"14347",7641038,558,"college st","Ring",1
"14348",7641039,48,"margueretta st","Ring",1
"14349",7641040,80,"queensdale ave","Ring",1
"14350",7641041,14,"duncan st","Ring",1
"14351",7641042,1287,"queen st w","Ring",1
"14352",7641043,25,"bond st","Ring",1
"14353",7641044,706,"college st","Ring",1
"14354",7641045,83,"gould st","Ring",1
"14355",7641046,965,"college st","Ring",1
"14356",7641047,489,"king st w","Ring",1
"14357",7641048,2,"queen st e","Ring",1
"14358",7641049,206,"st george st","Ring",1
"14359",7641050,67,"college st","Ring",1
"14360",7641051,510,"king st w","Ring",1
"14361",7641052,1194,"king st w","Ring",1
"14362",7641055,1372,"king st w","Ring",1
"14363",7641056,831,"bay st","Ring",1
"14364",7641057,3236,"lake shore blvd w","Ring",1
"14365",7641058,32,"mcmurrich st","Ring",1
"14366",7641059,466,"eglinton ave w","Ring",1
"14367",7641060,1159,"dundas st w","Ring",1
"14368",7641061,1133,"yonge st","Ring",1
"14369",7641064,428,"parliament st","Ring",1
"14370",7641065,138,"augusta ave","Ring",1
"14371",7641066,159,"elm st","Ring",1
"14372",7641067,794,"college st","Ring",1
"14373",7641068,352,"royal york rd","Ring",1
"14374",7641069,3077,"dundas st w","Ring",1
"14375",7641070,2326,"bloor st w","Ring",1
"14376",7641071,1098,"queen st e","Ring",1
"14377",7641072,310,"roncesvalles ave","Ring",1
"14378",7641073,408,"queen st w","Ring",1
"14379",7641074,3749,"bathurst st","Ring",1
"14380",7641075,3076,"dundas st w","Ring",1
"14381",7641076,180,"york st","Ring",1
"14382",7641078,220,"ossington ave","Ring",1
"14383",7641079,1,"gore vale ave","Ring",1
"14384",7641080,1,"oak st","Ring",1
"14385",7641081,4900,"yonge st","Ring",1
"14386",7641082,957,"bloor st w","Ring",1
"14387",7641083,327,"bloor st w","Ring",1
"14388",7641084,2184,"bloor st w","Ring",1
"14389",7641085,248,"bloor st w","Ring",1
"14390",7641086,38,"regent st","Ring",1
"14391",7641087,88,"oxford st","Ring",1
"14392",7641088,380,"bloor st w","Ring",1
"14393",7641089,1212,"dundas st w","Ring",1
"14394",7641090,903,"dundas st w","Ring",1
"14395",7641091,16,"orde st","Ring",1
"14396",7641092,260,"richmond st w","Ring",1
"14397",7641093,1710,"queen st w","Ring",1
"14398",7641094,255,"beresford ave","Ring",1
"14399",7641095,92,"front st e","Ring",1
"14400",7641096,721,"queen st w","Ring",1
"14401",7641097,434,"king st w","Ring",1
"14402",7641099,914,"yonge st","Ring",1
"14403",7641100,525,"bloor st e","Ring",1
"14404",7641101,135,"st clair ave w","Ring",1
"14405",7641102,88,"oxford st","Ring",1
"14406",7641103,185,"dundas st w","Ring",1
"14407",7641104,720,"king st w","Ring",1
"14408",7641105,489,"quebec ave","Ring",1
"14409",7641106,320,"huron st","Ring",1
"14410",7641107,1970,"st clair ave w","Ring",1
"14411",7641108,115,"queens quay e","Ring",1
"14412",7641109,1623,"bloor st w","Ring",1
"14413",7641111,410,"roncesvalles ave","Ring",1
"14414",7641112,8,"bay st","Ring",1
"14415",7641113,51,"dockside dr","Ring",1
"14416",7641114,128,"simcoe st","Ring",1
"14417",7641115,129,"college st","Ring",1
"14418",7641116,389,"donlands ave","Ring",1
"14419",7641117,27,"wales ave","Ring",1
"14420",7641119,400,"carlaw ave","Ring",1
"14421",7641120,27,"front st e","Ring",1
"14422",7641121,248,"bloor st w","Ring",1
"14423",7641122,661,"willard ave","Ring",1
"14424",7641123,30,"harbour st","Ring",1
"14425",7641124,400,"carlaw ave","Ring",1
"14426",7641125,311,"king st e","Ring",1
"14427",7641126,1298,"gerrard st e","Ring",1
"14428",7641127,477,"mount pleasant rd","Ring",1
