_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
5920900,18613,BP-20839,25,Bond St,Bond St,East,Queen St E,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3770747642, 43.6535146107)}"
5920901,18615,BP-20848,56,Queen St E,Bond St,East,Shuter St,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3772494269, 43.6539291937)}"
5920902,18616,BP-20950,344,Dupont St,Macpherson Ave,South,Kendal Ave,South,,12.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.409663369, 43.675334441)}"
5920903,18617,BP-20854,56,Queen St E,Bond St,East,Shuter St,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3772208558, 43.6538660545)}"
5920904,18618,BP-20873,325,Front St W,Blue Jays Way,East,Front St W,South,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3910112303, 43.6430871113)}"
5920905,18619,BP-20874,335,Bremner Blvd,Bremner Blvd,South,Navy Wharf Crt,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3920156249, 43.6406794408)}"
5920906,18620,BP-20889,230,Front St W,Front St W,North,Simcoe St,West,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3863552253, 43.6445945648)}"
5920907,18621,BP-20891,294,Bremner Blvd,Bremner Blvd,North,Rees St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3869765922, 43.6415664441)}"
5920908,18622,BP-20928,379,St Clair Ave W,St Clair Ave W,South,Wells Hill Ave,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4153053513, 43.6835719121)}"
5920909,18623,BP-20940,587,Melita Cres,Melita Cres,South,Ln W Melita Cres S Wychcrest,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.423114112, 43.6724403263)}"
5920910,18625,BP-20984,604,Christie St,Benson Ave,South,Christie St,East,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4248203892, 43.6800404836)}"
5920911,18626,BP-24801,801,York Mills Rd,York Mills Rd,South,Scarsdale Rd,West,,16.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3586315989, 43.7531175449)}"
5920912,18628,BP-24820,650,Fleet St,Fort York Blvd,East,Fleet St,North,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.406575172, 43.6368966372)}"
5920913,18629,BP-24836,1071,Shaw St,Dupont St,South,Shaw St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4263764931, 43.6705621957)}"
5920914,18630,BP-24838,793,Dupont St,Dupont St,South,Ln E Shaw S Dupont,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4262681935, 43.6705859434)}"
5920915,18632,BP-24899,1002,Kingston Rd,Kingston Rd,North,Kingswood Rd,East,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2855246707, 43.6807566871)}"
5920916,18633,BP-24902,2,Roper Rd,Roper Rd,North,Warden Ave,East,,20.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2815847383, 43.7143093518)}"
5920917,18634,BP-24910,951A,Kingston Rd,Kingston Rd,South,Scarborough Rd,West,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2875334955, 43.6804282541)}"
5920918,18635,BP-24913,856,Kingston Rd,Kingston Rd,North,Hannaford St,East,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2910443534, 43.6802911729)}"
5920919,18636,BP-24918,2,Roper Rd,Roper Rd,North,Warden Ave,East,,20.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.281679427, 43.7142881368)}"
5920920,18637,BP-24922,942,Kingston Rd,Kingston Rd,North,Silver Birch Ave,North,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2880674069, 43.6805202665)}"
5920921,18638,BP-24930,933,Kingston Rd,Kingston Rd,South,Lawlor Ave,West,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2885284499, 43.6803131721)}"
5920922,18639,BP-24940,577,Kingston Rd,Kingston Rd,South,Glen Stewart Cres,East,,19.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2994735496, 43.6784897066)}"
5920923,18641,BP-26919,83,Walnut Ave,Walnut Ave,East,Wellington St W,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4073301308, 43.6416840946)}"
5920924,18642,BP-26947,27,Canniff St,Canniff St,South,Strachan Ave,West,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4119811675, 43.6413603093)}"
5920925,18643,BP-26959,124,Atlantic Ave,Atlantic Ave,West,Snooker St,North,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4212061067, 43.6397465851)}"
5920926,18644,BP-26967,112,Atlantic Ave,Atlantic Ave,West,Snooker St,West,,10.0,Liberty Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4210741825, 43.6394235607)}"
5920927,18645,BP-26977,1005,King St W,Shaw St,East,King St W,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4148318162, 43.6412424443)}"
5920928,18648,BP-27039,789,Dovercourt Rd,Dovercourt Rd,East,Northumberland St,North,,9.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4296519821, 43.6624779716)}"
5920929,18649,BP-27075,4325,McCowan Rd,McCowan Rd,East,Steeles Ave E,South,,23.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2742098343, 43.8295020174)}"
5920930,18650,BP-27077,4325,McCowan Rd,McCowan Rd,East,Steeles Ave E,South,,23.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2742045611, 43.829518884)}"
5920931,18651,BP-27096,142,Avenue Rd,Davenport Rd,South,Avenue Rd,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3970486634, 43.6745273479)}"
5920932,18652,BP-27108,75,Prince Arthur Ave,Prince Arthur Ave,South,St George St,East,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999369065, 43.6687478742)}"
5920933,18653,BP-27126,164,Bedford Rd,Bedford Rd,West,Pears Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4000241234, 43.6750871168)}"
5920934,18654,BP-27128,168,Bedford Rd,Bedford Rd,West,Pears Ave,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4000647612, 43.6751707296)}"
5920935,18655,BP-27130,307,Davenport Rd,Davenport Rd,West,Bedford Rd,West,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4006015885, 43.6744287416)}"
5920936,18656,BP-27138,238,Davenport Rd,Davenport Rd,North,Ln W Avenue S Davenport,North,,11.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3980239777, 43.6745292123)}"
5920937,18657,BP-27139,170,St George St,St George St,West,Bloor St W,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3999816018, 43.6676772769)}"
5920938,18658,BP-27147,369,Davenport Rd,Davenport Rd,West,Dupont St,South,,11.0,Dupont by the Castle,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4024435089, 43.6756074763)}"
5920939,18659,BP-28160,2867,Lake Shore Blvd W,Lake Shore Blvd W,South,Fifth St,East,,3.0,Lakeshore Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5026929273, 43.6012472564)}"
5920940,18661,BP-28175,2220,Bloor St W,Runnymede Rd,West,Bloor St W,North,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4764227307, 43.6513257895)}"
5920941,18662,BP-28178,2386A,Bloor St W,Bloor St W,North,Willard Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4824161018, 43.649868189)}"
5920942,18663,BP-28198,311A,Jane St,Jane St,East,Raymond Ave,South,,4.0,Baby Point Gates,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4873949278, 43.6567212732)}"
5920943,18664,BP-28204,2352,Bloor St W,Bloor St W,North,Windermere Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4811225183, 43.6501518046)}"
5920944,18665,BP-28211,365,Windermere Ave,Bloor St W,South,Windermere Ave,East,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4800805108, 43.6502105777)}"
5920945,18666,BP-28213,365,Windermere Ave,Windermere Ave,East,Bloor St W,South,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.480282248, 43.6500324398)}"
5920946,18667,BP-28238,262,Durie St,Durie St,West,Bloor St W,North,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4792540609, 43.6508560804)}"
5920947,18668,BP-28246,2258A,Bloor St W,Bloor St W,North,Beresford Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4779051814, 43.6508568178)}"
5920948,18669,BP-28255,2326,Bloor St W,Bloor St W,North,Windermere Ave,East,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4801622277, 43.6503642902)}"
5920949,18670,BP-28260,2257,Bloor St W,Bloor St W,South,Beresford Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4777416202, 43.6507220177)}"
5920950,18671,BP-28292,2257,Bloor St W,Bloor St W,South,Beresford Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4778192155, 43.6507088188)}"
5920951,18672,BP-28294,2821-2823,Lake Shore Blvd W,Lake Shore Blvd W,South,Third St,West,,3.0,Lakeshore Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5011837057, 43.6015693895)}"
5920952,18673,BP-28296,2790-2792,Lake Shore Blvd W,Lake Shore Blvd W,North,Second St,West,,3.0,Lakeshore Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5001334905, 43.6020010325)}"
5920953,18674,BP-28297,255,Runnymede Rd,Bloor St W,North,Runnymede Rd,East,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4760080928, 43.6512736574)}"
5920954,18675,BP-28306,2373,Bloor St W,Bloor St W,South,Willard Ave,West,,4.0,Bloor West Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4820427114, 43.6497751289)}"
5920955,18676,BP-28337,110,Wellesley St E,Wellesley St E,North,Wellesley Pl,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3769686939, 43.6665449697)}"
5920956,18677,BP-28356,214,Wellesley St E,Wellesley St E,North,Bleecker St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3733855676, 43.6674163828)}"
5920957,18678,BP-28359,495,Sherbourne St,Bleecker St,West,Wellesley St E,North,,13.0,,Ring,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.374224968, 43.667765049)}"
5920958,18679,BP-28373,120,Carlton St,Carlton St,North,Jarvis St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3762694434, 43.6625890541)}"
5920959,18680,BP-28376,583,Sherbourne St,Sherbourne St,East,Linden St,South,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.376057854, 43.670622201)}"
5920960,18681,BP-28381,214,Wellesley St E,Wellesley St E,North,Bleecker St,East,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3734424373, 43.6674031418)}"
5920961,18683,BP-28430,3097,Dundas St W,Dundas St W,South,Clendenan Ave,East,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4730097583, 43.6654418137)}"
5920962,18684,BP-28435,330,Keele St,Keele St,West,Ln S Dundas W Keele,South,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.464253453, 43.6644732253)}"
5920963,18685,BP-28439,3029,Dundas St W,High Park Ave,East,Dundas St W,South,,4.0,Junction Gardens,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4700883501, 43.6653196406)}"
5920964,18686,BP-28440,2949,Dundas St W,Dundas St W,South,Medland St,West,,4.0,Junction Gardens,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4675144526, 43.6653812183)}"
5920965,18687,BP-28457,2909,Dundas St W,Dundas St W,South,Mavety St,West,,4.0,Junction Gardens,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4663620988, 43.6653695704)}"
5920966,18688,BP-28462,209,Mavety St,Mavety St,East,Ln S Dundas W Keele,South,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4653461159, 43.6645186494)}"
5920967,18689,BP-28486,3128,Dundas St W,Dundas St W,North,St John's Rd,North,,4.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4748208384, 43.665590767)}"
5920968,18690,BP-28496,2950,Dundas St W,Dundas St W,North,Pacific Ave,East,,4.0,Junction Gardens,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4681324565, 43.6655103454)}"
5920969,18691,BP-43882,2861-2863,Dundas St W,Dundas St W,South,Keele St,West,,4.0,Junction Gardens,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4649965756, 43.6653501046)}"
5920970,18692,BP-43901,191,Sherbourne St,Sherbourne St,East,Windeyer Lane,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.370302982, 43.6568735171)}"
5920971,18693,BP-43912,799,King St W,King St W,South,Niagara St,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4071801643, 43.6429414918)}"
5920972,18694,BP-43952,250,Davisville Ave,Davisville Ave,North,Mount Pleasant Rd,East,,15.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.386596941, 43.700459785)}"
5920973,18695,BP-43953,1422,Yonge St,Yonge St,West,Pleasant Blvd,South,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3937213843, 43.6869577349)}"
5920974,18696,BP-36101,1552,Queen St W,Queen St W,North,Dowling Ave,North,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4399573663, 43.6399944288)}"
5920975,18697,BP-36124,1538,Queen St W,Queen St W,North,Fuller Ave,West,,4.0,Parkdale Village,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4394850461, 43.640087083)}"
5920976,18698,BP-36151,214,Wellington St W,Wellington St W,North,John St,East,,10.0,Toronto Entertainment District,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3885173323, 43.6454944002)}"
5920977,18699,BP-36164,626,Richmond St W,Bathurst St,East,Richmond St W,North,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4036286605, 43.6466763537)}"
5920978,18700,BP-36176,59,Bathurst St,Bathurst St,East,Wellington St W,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4021231389, 43.6429300098)}"
5920979,18701,BP-36185,95,Fort York Blvd,Fort York Blvd,South,Dan Leckie Way,East,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3977562123, 43.6393784215)}"
5920980,18702,BP-36202,61,Stewart St,Stewart St,South,Bathurst St,East,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4021410264, 43.6431963667)}"
5920981,18703,BP-36206,56,Dan Leckie Way,Dan Leckie Way,West,Housey St,North,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3976807732, 43.638360289)}"
5920982,18704,BP-36211,59,Bathurst St,Bathurst St,East,Stewart St,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4021730788, 43.6430520392)}"
5920983,18705,BP-36212,140,Bathurst St,Bathurst St,West,Portugal Sq,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4035655348, 43.6457737604)}"
5920984,18706,BP-36213,85,Queens Wharf Rd,Queens Wharf Rd,East,Fort York Blvd,South,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3991008965, 43.6388284078)}"
5920985,18707,BP-36226,148,Bathurst St,Bathurst St,West,Portugal Sq,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4036006489, 43.6458606982)}"
5920986,18709,BP-43964,1408,Yonge St,Yonge St,West,Pleasant Blvd,South,,12.0,Yonge & St. Clair,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3936336055, 43.6867443584)}"
5920987,18710,BP-43969,441,Mount Pleasant Rd,Mount Pleasant Rd,West,Davisville Ave,South,,15.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.386737411, 43.7002227855)}"
5920988,18711,BP-43985,1555,Eglinton Ave W,Eglinton Ave W,South,Oakwood Ave,East,,12.0,York-Eglinton,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4418188352, 43.6974165452)}"
5920989,18712,BP-43986,1745,Eglinton Ave W,Northcliffe Blvd,East,Eglinton Ave W,South,,12.0,York-Eglinton,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4474650548, 43.6960179051)}"
5920990,18713,BP-44024,417,Queen St W,Queen St W,South,Ln 1 W Peter N Jack Cooper,West,,10.0,Queen Street West,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3951172007, 43.6489370073)}"
5920991,18714,BP-44034,475,Front St E,Front St E,South,Tannery Rd,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3549998721, 43.6532276303)}"
5920992,18715,BP-44069,48,River St,River St,West,Ln N Wascana E River,North,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3571834287, 43.6586942443)}"
5920993,18716,BP-44070,424,Cherry St,Cherry St,West,Mill St,South,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3574057535, 43.6511655473)}"
5920994,18718,BP-36234,70,Bathurst St,Bathurst St,West,Wellington St W,North,,10.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4023984983, 43.6428969042)}"
5920995,18719,BP-36273,85,Queens Wharf Rd,Queens Wharf Rd,East,Fort York Blvd,South,,10.0,CityPlace and Fort York,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3990879912, 43.638793129)}"
5920996,18720,BP-36292,59,Isabella St,Isabella St,South,Church St,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3826715683, 43.6681500882)}"
5920997,18721,BP-36294,105,Isabella St,Isabella St,South,Jarvis St,West,,13.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3799345622, 43.6686704036)}"
5920998,18722,BP-36304,243,Bloor St E,Ted Rogers Way,West,Bloor St E,South,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3804805396, 43.6710868336)}"
5920999,18723,BP-20989,573,Christie St,Christie St,East,Ln N Tyrrel W Christie,North,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4246046716, 43.6792368031)}"
5921000,18724,BP-20991,1130,Bathurst St,Bathurst St,West,Ln S Davenport E Bathurst,South,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4152780542, 43.6752668376)}"
5921001,18725,BP-21005,573,Christie St,Christie St,East,Benson Ave,South,,12.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.424652967, 43.6793556523)}"
5921002,18726,BP-21009,339,Queens Quay W,Queens Quay W,South,Lower Spadina Ave,East,,10.0,The Waterfront,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3890084556, 43.6379943121)}"
5921003,18727,BP-21016,176,Elm St,Murray St,West,Elm St,North,,11.0,,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3906397208, 43.656365061)}"
5921004,18729,BP-21086,1,Queen St E,Queen St E,South,Victoria St,West,,13.0,Downtown Yonge,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3785501497, 43.6524956409)}"
5921005,18731,BP-21110,111A,Queen St E,Queen St E,South,Mutual St,West,,13.0,Historic Queen East,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3744317288, 43.6533794091)}"
5921006,18732,BP-21111,111C,Queen St E,Queen St E,South,Mutual St,West,,13.0,Historic Queen East,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3744037367, 43.6533850222)}"
5921007,18733,BP-21129,107,Church St,Richmond St E,North,Church St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3750487243, 43.6526075617)}"
5921008,18734,BP-21143,115,Church St,Ditty Lane,South,Church St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3754815696, 43.6527677541)}"
5921009,18735,BP-21145,127,Church St,Church St,East,Ditty Lane,North,,13.0,Historic Queen East,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3755790765, 43.6529698957)}"
5921010,18736,BP-21148,60,Richmond St E,Richmond St E,North,Berti St,East,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.376126774, 43.6523754469)}"
5921011,18737,BP-21151,60,Richmond St E,Berti St,East,Richmond St E,North,,13.0,St. Lawrence Market Neighbourhood,Ring,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3763898022, 43.6524349875)}"
