"","id","stNumber","stName","type"
"4853",7630793,8,"queen st w","Ring"
"4854",7630794,145,"john st","Ring"
"4855",7630795,261,"richmond st w","Ring"
"4856",7630796,151,"john st","Ring"
"4857",7630797,400,"richmond st w","Ring"
"4858",7630798,360,"king st w","Ring"
"4859",7630799,312,"adelaide st w","Ring"
"4860",7630800,322,"king st w","Ring"
"4861",7630801,1,"queen st w","Ring"
"4862",7630802,390,"bay st","Ring"
"4863",7630803,635,"yonge st","Ring"
"4864",7630804,579,"yonge st","Ring"
"4865",7630805,637,"yonge st","Ring"
"4866",7630806,707,"yonge st","Ring"
"4867",7630807,518,"yonge st","Ring"
"4868",7630808,29,"st dennis dr","Ring"
"4869",7630809,576,"church st","Ring"
"4870",7630810,555,"yonge st","Ring"
"4871",7630813,208,"queens quay w","Ring"
"4872",7630814,218,"queens quay w","Ring"
"4873",7630815,218,"queens quay w","Ring"
"4874",7630816,211,"queens quay w","Ring"
"4875",7630817,400,"university ave","Ring"
"4876",7630818,280,"richmond st w","Ring"
"4877",7630819,14,"queen st w","Ring"
"4878",7630820,390,"front st e","Ring"
"4879",7630821,428,"cherry st","Ring"
"4880",7630822,461,"cherry st","Ring"
"4881",7630823,100,"cooperage st","Ring"
"4882",7630824,461,"cherry st","Ring"
"4883",7630825,2646,"yonge st","Ring"
"4884",7630826,2576,"yonge st","Ring"
"4885",7630827,2563,"yonge st","Ring"
"4886",7630829,10,"bay st","Ring"
"4887",7630830,28,"harbour st","Ring"
"4888",7630831,88,"university ave","Ring"
"4889",7630832,88,"university ave","Ring"
"4890",7630833,3012,"yonge st","Ring"
"4891",7630834,2391,"yonge st","Ring"
"4892",7630835,100,"cooperage st","Ring"
"4893",7630836,461,"cherry st","Ring"
"4894",7630837,30,"lake shore blvd w","Ring"
"4895",7630838,43,"bay st","Ring"
"4896",7630840,75,"kensington ave","Ring"
"4897",7630842,3581,"dundas st w","Ring"
"4898",7630843,514,"annette st","Ring"
"4899",7630844,3605,"dundas st w","Ring"
"4900",7630845,3605,"dundas st w","Ring"
"4901",7630846,3581,"dundas st w","Ring"
"4902",7630847,167,"evelyn ave","Ring"
"4903",7630849,66,"miller st","Ring"
"4904",7630850,1904,"davenport rd","Ring"
"4905",7630851,1749,"st clair ave w","Ring"
"4906",7630852,1942,"davenport rd","Ring"
"4907",7630853,469,"front st e","Ring"
"4908",7630854,461,"cherry st","Ring"
"4909",7630855,50,"tank house lane","Ring"
"4910",7630856,430,"front st e","Ring"
"4911",7630857,40,"regent st","Ring"
"4912",7630858,390,"front st e","Ring"
"4913",7630859,457,"front st e","Ring"
"4914",7630860,100,"cooperage st","Ring"
"4915",7630861,461,"cherry st","Ring"
"4916",7630862,37,"regent st","Ring"
"4917",7630863,2576,"yonge st","Ring"
"4918",7630864,3000,"yonge st","Ring"
"4919",7630865,92,"queens quay w","Ring"
"4920",7630866,109,"queens quay w","Ring"
"4921",7630867,10,"bay st","Ring"
"4922",7630868,55,"university ave","Ring"
"4923",7630869,100,"university ave","Ring"
"4924",7630870,1005,"king st w","Ring"
"4925",7630871,793,"king st w","Ring"
"4926",7630872,731,"college st","Ring"
"4927",7630873,766,"king st w","Ring"
"4928",7630874,41,"baldwin st","Ring"
"4929",7630875,51,"baldwin st","Ring"
"4930",7630876,220,"bathurst st","Ring"
"4931",7630877,275,"bathurst st","Ring"
"4932",7630878,416,"college st","Ring"
"4933",7630879,382,"queen st w","Ring"
"4934",7630880,275,"bathurst st","Ring"
"4935",7630881,317,"college st","Ring"
"4936",7630882,415,"dundas st w","Ring"
"4937",7630883,296,"college st","Ring"
"4938",7630884,463,"dundas st w","Ring"
"4939",7630885,481,"dundas st w","Ring"
"4940",7630886,1,"brunswick ave","Ring"
"4941",7630888,218,"bathurst st","Ring"
"4942",7630889,96,"york blvd","Ring"
"4943",7630892,581,"markham st","Ring"
"4944",7630893,829,"queen st w","Ring"
"4945",7630894,789,"queen st w","Ring"
"4946",7630895,671,"queen st w","Ring"
"4947",7630896,671,"queen st w","Ring"
"4948",7630897,797,"queen st w","Ring"
"4949",7630898,559,"queen st w","Ring"
"4950",7630901,639,"queen st w","Ring"
"4951",7630903,553,"queen st w","Ring"
"4952",7630904,466,"queen st w","Ring"
"4953",7630905,529,"queen st w","Ring"
"4954",7630906,404,"queen st w","Ring"
"4955",7630907,538,"queen st w","Ring"
"4956",7630908,627,"queen st w","Ring"
"4957",7630909,1228,"kingston rd","Ring"
"4958",7630910,25,"dockside dr","Ring"
"4959",7630911,115,"queens quay e","Ring"
"4960",7630912,15,"cooper st","Ring"
"4961",7630913,1030,"weston rd","Ring"
"4962",7630914,265,"queen's dr","Ring"
"4963",7630915,1121,"weston rd","Ring"
"4964",7630916,1172,"weston rd","Ring"
"4965",7630918,77,"huntley st","Ring"
"4966",7630919,105,"isabella st","Ring"
"4967",7630920,149,"sherbourne st","Ring"
"4968",7630921,150,"sherbourne st","Ring"
"4969",7630922,155,"sherbourne st","Ring"
"4970",7630923,149,"sherbourne st","Ring"
"4971",7630924,290,"shuter st","Ring"
"4972",7630925,318,"millwood rd","Ring"
"4973",7630926,311,"millwood rd","Ring"
"4974",7630927,228,"merton st","Ring"
"4975",7630928,477,"mount pleasant rd","Ring"
"4976",7630929,1219,"yonge st","Ring"
"4977",7630930,1521,"yonge st","Ring"
"4978",7630931,130,"merton st","Ring"
"4979",7630932,1643,"yonge st","Ring"
"4980",7630933,1206,"yonge st","Ring"
"4981",7630934,1560,"yonge st","Ring"
"4982",7630935,543,"mount pleasant rd","Ring"
"4983",7630936,1491,"yonge st","Ring"
"4984",7630937,1525,"yonge st","Ring"
"4985",7630938,597,"mount pleasant rd","Ring"
"4986",7630939,999,"queen st w","Ring"
"4987",7630940,925,"queen st w","Ring"
"4988",7630941,104,"crawford st","Ring"
"4989",7630942,849,"queen st w","Ring"
"4990",7630943,1089,"queen st w","Ring"
"4991",7630944,104,"crawford st","Ring"
"4992",7630945,851,"queen st w","Ring"
"4993",7630946,993,"queen st w","Ring"
"4994",7630947,993,"queen st w","Ring"
"4995",7630948,697,"queen st w","Ring"
"4996",7630949,10,"linnsmore cres","Ring"
"4997",7630950,170,"memorial park ave","Ring"
"4998",7630951,10,"linnsmore cres","Ring"
"4999",7630952,175,"plains rd","Ring"
"5000",7630953,387,"bloor st e","Ring"
"5001",7630954,1,"bloor st e","Ring"
"5002",7630955,869,"yonge st","Ring"
"5003",7630956,53,"scollard st","Ring"
"5004",7630957,365,"bloor st e","Ring"
"5005",7630958,862,"yonge st","Ring"
"5006",7630959,677,"huron st","Ring"
"5007",7630960,1781,"danforth ave","Ring"
"5008",7630961,1871,"danforth ave","Ring"
"5009",7630962,1932,"danforth ave","Ring"
"5010",7630963,695,"coxwell ave","Ring"
"5011",7630964,1782,"danforth ave","Ring"
"5012",7630965,22,"yorkville ave","Ring"
"5013",7630966,170,"university ave","Ring"
"5014",7630967,126,"simcoe st","Ring"
"5015",7630968,235,"adelaide st w","Ring"
"5016",7630969,235,"adelaide st w","Ring"
"5017",7630970,217,"richmond st w","Ring"
"5018",7630971,47,"duncan st","Ring"
"5019",7630972,26,"duncan st","Ring"
"5020",7630973,45,"duncan st","Ring"
"5021",7630974,252,"mc caul st","Ring"
"5022",7630975,168,"simcoe st","Ring"
"5023",7630976,217,"richmond st w","Ring"
"5024",7630977,25,"the esplanade","Ring"
"5025",7630978,49,"wellington st e","Ring"
"5026",7630979,33,"yonge st","Ring"
"5027",7630980,21,"king st e","Ring"
"5028",7630981,92,"front st e","Ring"
"5029",7630982,35,"front st e","Ring"
"5030",7630983,35,"wellington st e","Ring"
"5031",7630984,74,"the esplanade","Ring"
"5032",7630985,60,"yonge st","Ring"
"5033",7630986,35,"wellington st e","Ring"
"5034",7630987,21,"king st e","Ring"
"5035",7630988,35,"wellington st e","Ring"
"5036",7630989,146,"simcoe st","Ring"
"5037",7630990,260,"richmond st w","Ring"
"5038",7630991,239,"college st","Ring"
"5039",7630992,110,"st george st","Ring"
"5040",7630993,33,"cecil st","Ring"
"5041",7630994,840,"danforth ave","Ring"
"5042",7630996,272,"queen st w","Ring"
"5043",7630998,2131,"lawrence ave e","Ring"
"5044",7630999,731,"college st","Ring"
"5045",7631000,731,"college st","Ring"
"5046",7631001,926,"king st w","Ring"
"5047",7631002,725,"king st w","Ring"
"5048",7631003,1002,"king st w","Ring"
"5049",7631004,1017,"king st w","Ring"
"5050",7631005,840,"king st w","Ring"
"5051",7631006,791,"king st w","Ring"
"5052",7631007,698,"king st w","Ring"
"5053",7631008,428,"ossington ave","Ring"
"5054",7631009,731,"college st","Ring"
"5055",7631010,378,"college st","Ring"
"5056",7631011,318,"dundas st w","Ring"
"5057",7631012,170,"spadina ave","Ring"
"5058",7631013,399,"bathurst st","Ring"
"5059",7631014,41,"baldwin st","Ring"
"5060",7631015,275,"bathurst st","Ring"
"5061",7631016,481,"dundas st w","Ring"
"5062",7631017,126,"mc caul st","Ring"
"5063",7631018,194,"spadina ave","Ring"
"5064",7631019,2,"robert st","Ring"
"5065",7631020,482,"dundas st w","Ring"
"5066",7631021,446,"bathurst st","Ring"
"5067",7631022,368,"college st","Ring"
"5068",7631023,1,"brunswick ave","Ring"
"5069",7631024,399,"bathurst st","Ring"
"5070",7631025,164,"spadina ave","Ring"
"5071",7631026,177,"beverley st","Ring"
"5072",7631027,99,"ian macdonald blvd","Ring"
"5073",7631028,471,"queen st w","Ring"
"5074",7631029,651,"queen st w","Ring"
"5075",7631030,639,"queen st w","Ring"
"5076",7631031,559,"queen st w","Ring"
"5077",7631032,438,"queen st w","Ring"
"5078",7631033,623,"queen st w","Ring"
"5079",7631034,25,"dockside dr","Ring"
"5080",7631035,115,"queens quay e","Ring"
"5081",7631036,115,"queens quay e","Ring"
"5082",7631038,145,"queens quay w","Ring"
"5083",7631039,125,"queens quay e","Ring"
"5084",7631040,25,"dockside dr","Ring"
"5085",7631042,1995,"weston rd","Ring"
"5086",7631043,345,"scarlett rd","Ring"
"5087",7631044,1859,"kingston rd","Ring"
"5088",7631045,555,"church st","Ring"
"5089",7631046,100,"gloucester st","Ring"
"5090",7631047,350,"bloor st e","Ring"
"5091",7631048,105,"isabella st","Ring"
"5092",7631049,293,"queen st e","Ring"
"5093",7631050,331,"queen st e","Ring"
"5094",7631052,231,"richmond st e","Ring"
"5095",7631053,223,"ontario st","Ring"
"5096",7631054,155,"sherbourne st","Ring"
"5097",7631055,3,"chaplin cres","Ring"
"5098",7631056,1431,"yonge st","Ring"
"5099",7631057,1525,"yonge st","Ring"
"5100",7631058,1365,"yonge st","Ring"
"5101",7631059,140,"merton st","Ring"
"5102",7631060,690,"mount pleasant rd","Ring"
"5103",7631061,1652,"yonge st","Ring"
"5104",7631062,1491,"yonge st","Ring"
"5105",7631063,282,"davisville ave","Ring"
"5106",7631064,1535,"yonge st","Ring"
"5107",7631065,1219,"yonge st","Ring"
"5108",7631066,22,"glen elm ave","Ring"
"5109",7631067,1451,"yonge st","Ring"
"5110",7631068,1901,"yonge st","Ring"
"5111",7631069,1580,"yonge st","Ring"
"5112",7631070,22,"glen elm ave","Ring"
"5113",7631071,585,"mount pleasant rd","Ring"
"5114",7631072,3,"chaplin cres","Ring"
"5115",7631073,949,"queen st w","Ring"
"5116",7631074,903,"queen st w","Ring"
"5117",7631075,133,"crawford st","Ring"
"5118",7631076,1001,"queen st w","Ring"
"5119",7631077,133,"crawford st","Ring"
"5120",7631078,133,"crawford st","Ring"
"5121",7631079,723,"queen st w","Ring"
"5122",7631080,73,"bellwoods ave","Ring"
"5123",7631081,175,"plains rd","Ring"
"5124",7631082,170,"memorial park ave","Ring"
"5125",7631083,94,"queensdale ave","Ring"
"5126",7631084,175,"plains rd","Ring"
"5127",7631086,366,"bloor st e","Ring"
"5128",7631087,767,"yonge st","Ring"
"5129",7631088,1,"bloor st e","Ring"
"5130",7631089,750,"spadina ave","Ring"
"5131",7631090,245,"dupont st","Ring"
"5132",7631091,698,"spadina ave","Ring"
"5133",7631092,2190,"yonge st","Ring"
"5134",7631093,480,"st clair ave w","Ring"
"5135",7631094,1431,"bathurst st","Ring"
"5136",7631095,1415,"bathurst st","Ring"
"5137",7631096,2323,"yonge st","Ring"
"5138",7631097,555,"st clair ave w","Ring"
"5139",7631098,593,"st clair ave w","Ring"
"5140",7631100,1386,"bayview ave","Ring"
"5141",7631101,832,"eglinton ave e","Ring"
"5142",7631102,1,"st clair ave e","Ring"
"5143",7631103,6,"st clair ave e","Ring"
"5144",7631104,2,"st clair ave e","Ring"
"5145",7631105,1212,"bloor st w","Ring"
"5146",7631106,1162,"bloor st w","Ring"
"5147",7631107,1228,"bloor st w","Ring"
"5148",7631108,1394,"bloor st w","Ring"
"5149",7631109,1177,"bloor st w","Ring"
"5150",7631110,1396,"bloor st w","Ring"
"5151",7631111,1270,"bloor st w","Ring"
"5152",7631112,1167,"bloor st w","Ring"
"5153",7631113,1260,"bloor st w","Ring"
"5154",7631114,1222,"bloor st w","Ring"
"5155",7631115,1141,"bloor st w","Ring"
"5156",7631117,1500,"bayview ave","Ring"
"5157",7631118,1568,"bayview ave","Ring"
"5158",7631119,1662,"bayview ave","Ring"
"5159",7631120,1818,"bayview ave","Ring"
"5160",7631121,120,"eglinton ave e","Ring"
"5161",7631122,150,"eglinton ave e","Ring"
"5162",7631123,215,"madison ave","Ring"
"5163",7631124,37,"charles st w","Ring"
"5164",7631125,13,"charles st w","Ring"
"5165",7631126,25,"st mary st","Ring"
"5166",7631127,700,"yonge st","Ring"
"5167",7631128,575,"bay st","Ring"
"5168",7631129,531,"bay st","Ring"
"5169",7631130,84,"elizabeth st","Ring"
"5170",7631131,98,"elizabeth st","Ring"
"5171",7631132,98,"elizabeth st","Ring"
"5172",7631133,126,"elizabeth st","Ring"
"5173",7631134,180,"dundas st w","Ring"
"5174",7631135,150,"dundas st w","Ring"
"5175",7631136,150,"dundas st w","Ring"
"5176",7631137,595,"bay st","Ring"
"5177",7631138,595,"bay st","Ring"
"5178",7631139,575,"bay st","Rack"
"5179",7631140,37,"shuter st","Ring"
"5180",7631141,191,"church st","Ring"
"5181",7631142,60,"shuter st","Ring"
"5182",7631143,81,"dalhousie st","Ring"
"5183",7631144,777,"bay st","Ring"
"5184",7631145,767,"bay st","Ring"
"5185",7631147,238,"queens quay w","Ring"
"5186",7631148,210,"simcoe st","Ring"
"5187",7631149,15,"john st","Ring"
"5188",7631150,238,"wellington st w","Ring"
"5189",7631151,235,"queens quay w","Ring"
"5190",7631152,245,"queens quay w","Ring"
"5191",7631153,225,"wellington st w","Ring"
"5192",7631154,235,"queens quay w","Ring"
"5193",7631155,235,"queens quay w","Ring"
"5194",7631156,1756,"dundas st w","Ring"
"5195",7631157,1319,"dundas st w","Ring"
"5196",7631158,1627,"dundas st w","Ring"
"5197",7631160,595,"bay st","Ring"
"5198",7631161,805,"broadview ave","Ring"
"5199",7631162,304,"richmond st w","Ring"
"5200",7631163,20,"st george st","Ring"
"5201",7631164,110,"st george st","Ring"
"5202",7631165,972,"bathurst st","Ring"
"5203",7631166,186,"spadina ave","Ring"
"5204",7631167,1104,"bloor st w","Ring"
"5205",7631168,129,"sterling rd","Ring"
"5206",7631169,468,"huron st","Ring"
"5207",7631170,88,"charles st e","Ring"
"5208",7631171,408,"queen st w","Ring"
"5209",7631172,931,"college st","Ring"
"5210",7631173,213,"delaware ave","Rack"
"5211",7631174,798,"queen st e","Ring"
"5212",7631175,546,"st clair ave w","Ring"
"5213",7631176,480,"st clair ave w","Ring"
"5214",7631177,480,"st clair ave w","Ring"
"5215",7631178,220,"eglinton ave e","Ring"
"5216",7631179,337,"broadview ave","Ring"
"5217",7631180,105,"isabella st","Ring"
"5218",7631181,46,"widmer st","Ring"
"5219",7631182,55,"john st","Ring"
"5220",7631183,225,"king st w","Ring"
"5221",7631184,225,"king st w","Ring"
"5222",7631185,1137,"dupont st","Ring"
"5223",7631186,1024,"dupont st","Ring"
"5224",7631187,823,"lansdowne ave","Ring"
"5225",7631188,4,"emerson ave","Rack"
"5226",7631189,730,"st clarens ave","Ring"
"5227",7631190,2,"king st w","Ring"
"5228",7631191,111,"richmond st w","Ring"
"5229",7631192,390,"bay st","Ring"
"5230",7631194,176,"yonge st","Ring"
"5231",7631195,390,"bay st","Ring"
"5232",7631196,215,"king st w","Ring"
"5233",7631197,90,"simcoe st","Ring"
"5234",7631198,156,"front st w","Ring"
"5235",7631199,2403,"lake shore blvd w","Ring"
"5236",7631200,2917,"bloor st w","Ring"
"5237",7631201,2324,"lake shore blvd w","Ring"
"5238",7631202,2898,"bloor st w","Ring"
"5239",7631203,1226,"islington ave","Ring"
"5240",7631204,278,"dupont st","Ring"
"5241",7631207,451,"dupont st","Ring"
"5242",7631208,278,"dupont st","Ring"
"5243",7631209,391,"brunswick ave","Ring"
"5244",7631210,318,"dupont st","Ring"
"5245",7631211,10,"spadina rd","Ring"
"5246",7631212,494,"bloor st w","Ring"
"5247",7631213,50,"kendal ave","Ring"
"5248",7631214,5,"walmer rd","Ring"
"5249",7631215,3101,"yonge st","Ring"
"5250",7631216,3101,"yonge st","Ring"
"5251",7631217,1580,"queen st e","Ring"
"5252",7631218,2046,"queen st e","Ring"
"5253",7631219,1592,"queen st e","Ring"
"5254",7631220,268,"rhodes ave","Ring"
"5255",7631221,94,"avenue rd","Ring"
"5256",7631222,162,"davenport rd","Ring"
"5257",7631223,866,"richmond st w","Ring"
"5258",7631224,128,"strachan ave","Ring"
"5259",7631225,160,"walnut ave","Ring"
"5260",7631226,9,"tecumseth st","Ring"
"5261",7631227,881,"king st w","Ring"
"5262",7631228,101,"niagara st","Ring"
"5263",7631229,360,"king st w","Ring"
"5264",7631230,326,"adelaide st w","Ring"
"5265",7631231,260,"queens quay w","Ring"
"5266",7631232,260,"queens quay w","Ring"
"5267",7631233,2,"king st w","Ring"
"5268",7631234,8,"queen st w","Ring"
"5269",7631235,8,"queen st w","Ring"
"5270",7631236,702,"yonge st","Ring"
"5271",7631237,557,"church st","Ring"
"5272",7631238,8,"gloucester st","Ring"
"5273",7631239,8,"gloucester st","Ring"
"5274",7631240,585,"yonge st","Ring"
"5275",7631241,585,"yonge st","Ring"
"5276",7631242,555,"yonge st","Ring"
"5277",7631244,218,"queens quay w","Ring"
"5278",7631245,14,"queen st w","Ring"
"5279",7631246,14,"queen st w","Ring"
"5280",7631247,20,"queen st w","Ring"
"5281",7631248,14,"duncan st","Ring"
"5282",7631249,18,"duncan st","Ring"
"5283",7631250,14,"duncan st","Ring"
"5284",7631251,125,"bremner blvd","Ring"
"5285",7631252,43,"wellesley st e","Ring"
"5286",7631253,43,"wellesley st e","Ring"
"5287",7631254,88,"wellesley st e","Ring"
"5288",7631255,84,"maitland st","Ring"
"5289",7631256,477,"church st","Ring"
"5290",7631257,530,"church st","Ring"
"5291",7631258,536,"church st","Ring"
"5292",7631259,534,"church st","Ring"
"5293",7631261,66,"maitland st","Ring"
"5294",7631262,3,"irwin ave","Ring"
"5295",7631263,7,"irwin ave","Ring"
"5296",7631264,14,"irwin ave","Ring"
"5297",7631265,1075,"bay st","Ring"
"5298",7631266,1100,"bloor st w","Ring"
"5299",7631267,322,"king st w","Ring"
"5300",7631268,348,"adelaide st w","Ring"
"5301",7631269,370,"king st w","Ring"
"5302",7631271,21,"widmer st","Rack"
"5303",7631272,211,"queens quay w","Ring"
"5304",7631273,513,"lawrence ave w","Ring"
"5305",7631274,1058,"bloor st w","Ring"
"5306",7631275,1038,"bloor st w","Ring"
"5307",7631276,4,"westmoreland ave","Ring"
"5308",7631278,1017,"bloor st w","Ring"
"5309",7631282,1410,"eglinton ave w","Ring"
"5310",7631283,901,"eglinton ave w","Ring"
"5311",7631284,387,"king st w","Ring"
"5312",7631285,317,"adelaide st w","Ring"
"5313",7631286,156,"front st w","Ring"
"5314",7631287,155,"wellington st w","Ring"
"5315",7631288,204,"king st e","Ring"
"5316",7631289,436,"wellington st w","Ring"
"5317",7631290,440,"wellington st w","Ring"
"5318",7631291,440,"wellington st w","Ring"
"5319",7631292,440,"wellington st w","Ring"
"5320",7631294,44,"charles st w","Ring"
"5321",7631295,44,"charles st w","Ring"
"5322",7631296,44,"charles st w","Ring"
"5323",7631297,423,"richmond st w","Ring"
"5324",7631298,423,"richmond st w","Ring"
"5325",7631299,104,"spadina ave","Ring"
"5326",7631300,44,"spadina ave","Ring"
"5327",7631301,30,"niagara st","Ring"
"5328",7631302,1,"draper st","Ring"
"5329",7631303,462,"front st w","Ring"
"5330",7631304,1637,"queen st w","Ring"
"5331",7631305,1605,"queen st w","Ring"
"5332",7631306,1533,"queen st w","Ring"
"5333",7631307,1397,"queen st w","Ring"
"5334",7631309,1303,"queen st w","Ring"
"5335",7631310,163,"dufferin st","Ring"
"5336",7631312,119,"spadina ave","Ring"
"5337",7631314,1277,"queen st w","Ring"
"5338",7631315,1277,"queen st w","Ring"
"5339",7631316,60,"atlantic ave","Ring"
"5340",7631317,375,"university ave","Ring"
