location_id,location,lng,lat,centreline_type,centreline_id,px,latest_count_id,latest_count_date
1146,ELLESMERE RD AT PARKINGTON CRES (PX 2296),-79.2462530048635,43.7733179960439,2,13446642,2296,33447,2016-04-05
1981,YORK MILLS RD E/B & W/B TO DON VALLEY PKWY N/B,-79.3346850770429,43.7573316225667,1,440171,,13907,2004-04-08
3925,RIPLEY AVE AT SOUTH KINGSWAY,-79.475273511,43.636780118,2,13468657,,6875,1998-02-12
3926,BLOOR ST AT SOUTH KINGSWAY & RIVERVIEW GARDENS (PX 334),-79.485752005821,43.6483120026845,2,13467247,334,38297,2019-01-26
3927,LAKE SHORE BLVD AT LESLIE ST (PX 206),-79.3284359942956,43.6592350040891,2,13465121,206,30067,2013-05-27
3928,BRITISH COLUMBIA RD AT LAKE SHORE BLVD (PX 1344),-79.4291809988533,43.6314309959933,2,13469154,1344,36533,2018-01-24
3929,JAMESON AVE AT LAKE SHORE BLVD W/B (PX 224),-79.4345630018803,43.6333410037216,2,13468970,224,36339,2017-10-03
3930,LAKE SHORE BLVD AT ONTARIO DR & REMEMBRANCE DR (PX 930),-79.4197830044259,43.6304250031894,2,13469216,930,36535,2018-01-24
3931,LAKE SHORE BLVD AT STRACHAN AVE (PX 222),-79.4087449965524,43.6344420021858,2,13468803,222,36539,2018-01-24
3932,BASTION ST AT FLEET ST AND LAKE SHORE BLVD W (PX 299),-79.4035489951616,43.6359130003157,2,20054541,299,27543,2011-05-26
3933,LAKE SHORE BLVD AT REES ST (PX 1408),-79.3870359960738,43.6399280004486,2,13468195,1408,37143,2018-04-04
3934,LAKE SHORE BLVD W AT LONG BRANCH AVE (PX 240),-79.5340159965817,43.5943610013999,2,13470639,240,39943,2020-02-25
3935,AVENUE RD AT LONSDALE RD (PX 113),-79.4030170045103,43.6907820016224,2,13459836,113,33733,2016-04-16
3936,LAKE SHORE BLVD AT LEGION RD (PX 1994),-79.4832669971345,43.6205110006419,2,13469793,1994,40587,2020-07-28
3937,CHRISTIE COOKIES ACCESS AT LAKE SHORE BLVD E OF PARKLAWN(PX 1784),-79.4797000042544,43.6260100017941,1,30070006,1784,34509,2016-10-06
3938,DON VALLEY PKWY AT WYNFORD DR WTCS (PX 1037),-79.3308889961383,43.726666996727,2,13453914,1037,26267,2010-08-16
3939,BLACK CREEK DR AT EGLINTON AVE (PX 1422),-79.4828779988047,43.688367998834,2,13460466,1422,41169,2020-11-04
3940,BLACK CREEK DR AT LAWRENCE AVE (PX 1348),-79.494096001504,43.7049499965318,2,13457600,1348,40781,2020-03-10
3941,FOUR OAKS GT AT O CONNOR DR (PX 1923),-79.3342229973016,43.696750000693,2,13458523,1923,29545,2013-01-08
3942,NORTHRIDGE AVE AT O CONNOR DR,-79.333805658,43.696820175,2,13458504,,21649,2007-11-05
3943,O CONNOR DR AT ST CLAIR AVE (PX 447),-79.3128359943946,43.7053959980044,2,13457092,447,35803,2017-04-22
3944,O CONNOR DR AT WAKUNDA PL,-79.304939369,43.715986751,2,13455374,,37829,2018-10-31
3946,BIRCHCLIFF AVE AT KINGSTON RD (PX 155),-79.2647509985246,43.6914790024334,2,13459344,155,41523,2021-03-17
3947,KINGSTON RD AT SANDOWN AVE (PX 152),-79.2497689980509,43.7087759987456,2,13456405,152,24919,2009-12-03
3948,KINGSTON RD AT MIDLAND AVE (PX 151),-79.2481870018825,43.7111209991031,2,13456025,151,26099,2010-06-24
3949,CHINE DR AT KINGSTON RD (PX 1025),-79.2450729942296,43.7141140000291,2,13455525,1025,26317,2010-09-16
3950,BROOKLAWN AVE AT KINGSTON RD & ST CLAIR AVE (PX 150),-79.2360189952118,43.7220320020003,2,13454337,150,34967,2016-12-14
3951,BELLAMY RD S AT KINGSTON RD & RAVINE DR (PX 1027),-79.2245689939618,43.7320600037298,2,13452797,1027,25953,2010-05-27
3952,KINGSTON RD AT SCARBOROUGH GOLF CLUB RD (PX 1053),-79.2093489960157,43.7460020040789,2,13450532,1053,40889,2020-09-26
3953,KINGSTON RD AT LAWRENCE AVE (PX 144),-79.1896089953668,43.7676529995469,2,13447347,144,40913,2020-09-26
3954,CELESTE DR AT KINGSTON RD (PX 1193),-79.1992990010273,43.757038997684,2,13448888,1193,24889,2009-12-01
3955,COLLINSGROVE RD AT KINGSTON RD,-79.185033109,43.772607845,2,13446613,,29537,2012-12-20
3956,BROOKSIDE DR AT KINGSTON RD & WAVERLEY RD (PX 161),-79.3041039961247,43.676950004437,2,13462091,161,33815,2015-11-11
3957,KINGSTON RD AT MAIN ST & SOUTHWOOD DR (PX 160),-79.2980229987127,43.6788850018198,2,13461728,160,35823,2017-04-22
3958,HIGHWAY 2A AT KINGSTON RD & HIGHWAY 401 EB OFF RAMP (PX 1202),-79.1525300006248,43.7948870036618,2,13503044,1202,37255,2018-05-26
3959,MILLWICK DR AT MILVAN DR (PX 1558),-79.5660649995394,43.7605860004521,2,13449110,1558,28375,2012-02-14
3960,BELMONT ST AT DAVENPORT RD & NEW ST (PX 541),-79.3929230000772,43.6747090030653,2,13462718,541,39745,2020-02-11
3961,SENECA AVE AT WESTON RD,-79.47548671,43.680345357,2,13461911,,6911,1998-11-26
3963,SIDNEY BELSEY CR AT WESTON RD (PX 2153),-79.504670996166,43.6932440003575,2,13459646,2153,39035,2019-06-19
3964,BUTTONWOOD AVE AT WESTON RD,-79.501150605,43.691397921,2,13459949,,6914,1998-07-08
3965,REUBEN AVE AT WALLASEY AVE & WESTON RD,-79.537737274,43.71878954,2,13455435,,6915,1998-02-26
3966,SHEPPARD AVE AT WESTON RD (PX 588),-79.5382280046582,43.7337459993772,2,13453198,588,30785,2014-03-19
3967,CHURCH ST AT WESTON RD (PX 583),-79.5254460030556,43.7030060023901,2,13457985,583,29811,2013-04-22
3968,FINCH AVE AT WESTON RD (PX 589),-79.5423800036705,43.7520890023072,2,13450342,589,29613,2013-02-21
3969,HIGHWAY 27 AT HUMBER COLLEGE BLVD (PX 1162),-79.6014430060563,43.7304680042665,2,13453882,1162,31509,2014-11-26
3970,HIGHWAY 27 AT REXDALE BLVD (PX 1161),-79.5956219954485,43.7172679984177,2,13455799,1161,34065,2016-06-11
3971,QUEENS PLATE DR W TCS AT REXDALE BLVD (PX 622),-79.6034590041865,43.7191560004855,2,13455506,622,33683,2016-04-21
3972,REXDALE BLVD AT TIDEMORE AVE (PX 2371),-79.5852379947665,43.7147610013079,2,13456192,2371,33745,2016-04-21
3973,BERGAMOT AVE AT REXDALE BLVD (PX 718),-79.5596890013933,43.7133180038052,2,13456371,718,33747,2016-04-21
3974,TODD BAYLIS BLVD AT TRETHEWEY DR (PX 823),-79.4876260004423,43.6952200017459,2,13459229,823,39415,2019-06-12
3975,DANFORTH AVE AT DANFORTH RD (PX 357),-79.277289999493,43.6936459956388,2,13458963,357,42319,2021-08-21
3976,EGLINTON SQ AT O CONNOR DR & VICTORIA PARK AVE (PX 449),-79.3021000034533,43.7233799979155,2,13454288,449,31123,2014-05-03
3977,DANFORTH AVE AT VICTORIA PARK AVE (PX 355),-79.2883580010287,43.6912320035612,2,13459445,355,42121,2021-06-26
3978,EGLINTON AVE AT VICTORIA PARK AVE (PX 451),-79.3026450060334,43.7247229984498,2,13454107,451,29717,2013-03-11
3980,CASSANDRA BLVD AT VICTORIA PARK AVE (PX 512),-79.3140180055558,43.7543410000801,2,13449511,512,30197,2013-08-26
3981,ELLESMERE RD AT PARKWOODS VILLAGE DR & VICTORIA PARK AVE (PX 517),-79.3152450009711,43.7578689999837,2,13449013,517,33557,2016-04-04
3982,ESQUIRE RD AT LANSING SQ & VICTORIA PARK AVE,-79.322210344,43.773501434,2,13446777,,6932,1998-01-06
3983,SHEPPARD AVE AT VICTORIA PARK AVE (PX 748),-79.3230170005941,43.7752439996085,2,13446551,748,39441,2019-11-27
3984,HUNTINGWOOD DR & OLD SHEPPARD AVE AT VICTORIA PARK AVE (PX 1,-79.32539531,43.780352015,2,13445899,1085,42299,2021-08-21
3985,MILLWICK DR AT PLUNKETT RD (PX 1632),-79.570088000387,43.7604250033975,2,13449142,1632,28385,2012-02-14
3986,HARBOUR SQ AT QUEENS QUAY,,,,,,6936,1998-07-28
3987,LANE N OF LAKE SHORE BLVD AT MORSE ST,-79.33865614,43.654443301,2,13465928,,6937,1998-01-27
3988,# 701- 703 DON MILLS RD AT DON MILLS RD & S OF OVERLEA BLVD,-79.3340888115788,43.7093006471758,1,446012,,28867,2012-05-29
3989,EGLINTON AVE AT LEBOVIC AVE (PX 1791),-79.2914639961918,43.7269959960784,2,14074105,1791,25551,2010-04-01
3990,PHARMACY AVE AT ROSSCOWAN GT / FAIRGLEN SCHOOL (PX 1753),-79.3218080027374,43.7854409955546,2,13445277,1753,36643,2018-02-06
3991,BRITISH COLUMBIA RD AT SASKATCHEWAN RD & DUFFERIN ST (PX 2134),-79.4249290042258,43.6326860020659,2,13469026,2134,33569,2016-04-27
3992,NIAGARA ST AT QUEEN ST (PX 553),-79.4099460000689,43.6459959967087,2,13467464,553,37519,2018-06-20
3993,BURN HILL RD AT MACK AVE & WARDEN AVE,-79.275801042,43.699540537,2,13457981,,32327,2015-05-06
3994,CENTENNIAL COLLEGE N OF ASHTONBEE ON WARDEN AVE,-79.2892590060543,43.7318921464044,1,30014930,,6944,1998-09-22
3995,ST CLAIR AVE AT WARDEN AVE (PX 473),-79.2810030013331,43.7120449982176,2,13455952,473,41987,2021-08-24
3996,EGLINTON AVE AT WARDEN AVE (PX 456),-79.2876159989679,43.7278459996581,2,13453588,456,32325,2015-05-06
3997,# 800 WARDEN AVE AT WARDEN AVE 1553M S OF CIVIC RD (PX 1638),-79.2865210023524,43.7250959988176,1,111712,1638,28141,2011-11-28
3998,ELLESMERE RD AT WARDEN AVE (PX 694),-79.3007510030287,43.7611930035313,2,13448519,694,33573,2016-04-05
3999,STEELES AVE AT WARDEN AVE (PX 1191),-79.3244360012383,43.8196309971665,2,13442003,1191,42021,2021-08-25
4000,EASTERN AVE AT TRINITY ST (PX 2239),-79.3607059987526,43.6524880002174,2,13466279,2239,41761,2021-05-15
4001,DIBBLE ST AT EASTERN AVE,-79.345332193,43.656989045,2,13465510,,6951,1998-11-18
4002,EASTERN AVE AT PAPE AVE,-79.33660377,43.65893289,2,13465194,,16605,2005-09-15
4003,CAROLINE AVE AT EASTERN AVE & LARCHMOUNT AVE,-79.334181622,43.659453927,2,13465097,,6953,1998-09-24
4004,KING ST AT SUDBURY ST (PX 1851),-79.4172440031165,43.6409909982873,2,13468120,1851,37503,2018-06-21
4005,ADELAIDE ST AT CHURCH ST (PX 17),-79.3749460039816,43.6511850008423,2,13466516,17,38705,2019-04-09
4006,ADELAIDE ST AT PORTLAND ST (PX 1488),-79.4006360006722,43.6457329957392,2,13467481,1488,38679,2019-04-09
4007,ADELAIDE ST AT BRANT ST (PX 1807),-79.3981509938974,43.6462319958985,2,13467393,1807,38681,2019-04-09
4008,ADELAIDE ST AT SIMCOE ST (PX 198),-79.3866210000334,43.648637999412,2,13466978,198,38689,2019-04-09
4009,RICHMOND ST AT SHERBOURNE ST (PX 256),-79.3691479979037,43.6533780017567,2,13466150,256,34393,2015-12-02
4010,PARLIAMENT ST AT RICHMOND ST (PX 223),-79.3640229981739,43.6545590020721,2,13465959,223,41791,2021-05-15
4011,DUNCAN ST AT RICHMOND ST (PX 267),-79.3891800017963,43.6494570044027,2,13466829,267,28961,2012-07-11
4012,RICHMOND ST AT YORK ST (PX 74),-79.3846500033475,43.6504399994829,2,13466666,74,35561,2017-01-18
4013,QUEEN ST AT SUMACH ST (PX 1865),-79.358924001293,43.6568330004778,2,13465571,1865,41807,2021-05-15
4014,NEVILLE PARK BLVD AT QUEEN ST,-79.28239017,43.673722169,2,13462615,,17861,2006-05-31
4015,LOMA RD AT THE QUEENSWAY,-79.508856888,43.624973112,2,13469592,,39551,2019-12-19
4016,ELLIS AVE AT THE QUEENSWAY (PX 561),-79.4664519992512,43.6377699977746,2,13468559,561,34343,2016-10-04
4017,GLENDALE AVE AT THE QUEENSWAY (PX 1879),-79.4513100015762,43.6393390006925,2,13468370,1879,31855,2015-03-04
4018,BAY MILLS BLVD AT BIRCHMOUNT RD & BONIS AVE (PX 1060),-79.2993480037971,43.783594001106,2,13445461,1060,39453,2019-11-27
4020,BIRCHMOUNT RD AT L AMOREAUX DR & SILVER SPRINGS BLVD (PX 1167),-79.3070660045927,43.8006469967414,2,13443374,1167,35421,2016-12-07
4021,JANE ST AT ST JOHNS RD (PX 523),-79.4896699973536,43.6619929963657,2,13465039,523,37035,2018-04-03
4022,EAST DR AT JANE ST & OUTLOOK AVE (PX 526),-79.4968650010086,43.6789389990978,2,13462239,526,37039,2018-04-03
4023,BEVERLY HILLS DR AT JANE ST (PX 1409),-79.5081580027702,43.7190769994865,2,13455332,1409,37063,2018-04-04
4024,JANE ST AT WILSON AVE (PX 532),-79.5086339938217,43.7209150020263,2,13455040,532,34037,2016-06-11
4025,GILTSPUR DR AT JANE ST (PX 1008),-79.5119229950945,43.7345670024801,2,13453033,1008,37067,2018-04-04
4026,CLAIR RD AT JANE ST & SPENVALLEY DR (PX 1127),-79.5136850048327,43.7412399967388,2,13451997,1127,37073,2018-04-04
4027,GRANDRAVINE DR AT JANE ST (PX 962),-79.5151280048406,43.7470939967857,2,13451058,962,30577,2014-01-13
4028,EDDYSTONE AVE AT JANE ST (PX 1172),-79.5156840050534,43.7491469980962,2,13450723,1172,31697,2014-12-16
4029,FINCH AVE AT JANE ST (PX 534),-79.5177309991266,43.7572339969224,2,13449500,534,37259,2018-05-26
4030,JANE ST AT RITA DR & STANLEY RD (PX 1077),-79.5141430006484,43.7431219962732,2,13451700,1077,31721,2014-12-16
4031,DUNDAS ST AT MUNRO ST (PX 1117),-79.3530849949957,43.6620770033688,2,13464720,1117,40705,2020-07-08
4032,BLOOR ST W AT DUNDAS ST W (PX 327),-79.4524529944193,43.6563209983055,2,13465876,327,41967,2021-09-01
4033,DUNDAS ST AT GLENLAKE AVE,-79.453683916,43.659940492,2,13465288,,34093,2016-04-05
4034,DUNDAS ST AT HUMBERSIDE AVE,-79.456427569,43.663046663,2,13464808,,35743,2017-04-05
4035,DENISON AVE AT DUNDAS ST (PX 542),-79.4022660022704,43.6520290000878,2,13466443,542,24361,2009-08-12
4036,DUNDAS ST AT HURON ST (PX 1273),-79.3961640055043,43.653346000658,2,13466217,1273,29709,2013-03-27
4037,CHESTNUT ST AT DUNDAS ST (PX 483),-79.3860600004801,43.6552400007205,2,13465901,483,32231,2015-04-13
4038,AUKLAND RD AT DUNDAS ST (PX 1350),-79.5380109947048,43.6385239967894,2,13468572,1350,32501,2015-05-20
4039,DUNDAS ST AT ROYALAVON CR (PX 1306),-79.531982005081,43.6452110014344,2,13467775,1306,33765,2016-05-12
4040,DUNDAS ST AT MABELLE AVE (PX 1847),-79.5305530021208,43.6467730036529,2,13467586,1847,33767,2016-05-12
4041,KNOB HILL DR AT OAK ST (PX 1595),-79.5319699979315,43.7081030005441,2,13457136,1595,28015,2011-10-19
4042,EGLINTON AVE AT KENNEDY RD (PX 460),-79.2679310030551,43.7322010042452,2,13452869,460,29917,2013-06-10
4043,BERTRAND AVE AT KENNEDY RD (PX 1057),-79.2701310028799,43.7374530016478,2,13452055,1057,32697,2015-07-23
4044,KENNEDY RD AT LAWRENCE AVE (PX 412),-79.2749339946496,43.7494969990482,2,13450163,412,38487,2019-03-05
4045,KENNEDY RD AT WICKWARE GT & MARIGOLD PLAZA (PX 959),-79.2762870001521,43.7532269975695,2,13449592,959,32711,2015-08-05
4046,BRIGSTOCK RD AT KENNEDY RD,-79.279457741,43.761298362,2,13448474,,37819,2018-10-30
4047,ELLESMERE RD AT KENNEDY RD (PX 696),-79.2810779945309,43.7658020018831,2,13447843,696,33561,2016-04-04
4048,GLAMORGAN AVE AT KENNEDY RD & PROGRESS AVE (PX 692),-79.2822569975367,43.7694209974081,2,13447299,692,38481,2019-03-05
4049,KENNEDY RD AT MTO DRIVEWAY & VILLAGE GREEN SQ (PX 1592),-79.2855579940141,43.7772530035375,2,13446213,1592,38149,2018-12-19
4050,KENNEDY RD AT SHEPPARD AVE (PX 752),-79.2882629959488,43.7832860020415,2,13445476,752,38465,2019-03-05
4051,KENNEDY RD AT PERTHSHIRE ST,-79.300469353,43.808913234,2,13442616,,33119,2016-03-08
4052,KENNEDY RD AT STEELES AVE (PX 1192),-79.3070659963315,43.8236890021031,2,13441814,1192,38461,2019-03-05
4053,RUNNYMEDE RD AT ST JOHNS RD (PX 848),-79.4813980057082,43.6638069980746,2,13464724,848,24375,2009-08-20
4054,BOWMORE RD AT GERRARD ST (PX 366),-79.3149860027181,43.6780899962053,2,13461912,366,38355,2019-02-20
4055,MURRAY ROSS PKWY AT SENTINEL RD (PX 1615),-79.5013269942794,43.7648130042837,2,13448413,1615,34123,2016-07-06
4056,BLOOR ST E AT CHURCH ST (PX 25),-79.3831599997752,43.6710460012671,2,13463285,25,41977,2021-08-31
4058,BLOOR ST AT OSSINGTON AVE (PX 341),-79.4256589977268,43.6619839983533,2,13464908,341,42029,2021-06-26
4059,BLOOR ST AT HURON ST (PX 1401),-79.4015380020784,43.6671609973633,2,13463998,1401,36503,2018-01-11
4060,BEDFORD RD AT BLOOR ST (PX 510),-79.3973799986413,43.6680329989976,2,13463863,510,38283,2019-01-26
4061,BLOOR ST AT MILL RD (PX 924),-79.5751589995812,43.6320410036915,2,13469240,924,38095,2018-12-18
4062,BLOOR ST AT FORESTVIEW RD & MAPLEDAWN RD (PX 1835),-79.5734239979359,43.6327839987116,2,13469193,1835,38097,2018-12-18
4063,BLOOR ST AT DUNBLOOR RD,-79.532294407,43.642669681,2,13468097,,12589,2003-09-11
4064,DANFORTH AVE AT VARIETY VILLAGE & BIRCHMOUNT COLLEGIATE (PX 405),-79.2586000046935,43.6990609955413,1,112765,405,24639,2009-10-26
4065,DANFORTH AVE AT EAST LYNN AVE & WOODMOUNT AVE (PX 1281),-79.3152710000701,43.6851500042877,2,13460625,1281,37189,2018-04-11
4066,CEDARVALE AVE AT DANFORTH AVE,-79.310937431,43.686113431,2,13460442,,23047,2008-10-09
4067,DANFORTH AVE AT THYRA AVE (PX 1850),-79.2902759939336,43.6907939981632,2,13459528,1850,42083,2021-06-24
4068,HIGHWAY 401 S TCS AT KEELE ST (PX 595),-79.4809030054127,43.721143003649,2,13454953,595,33757,2016-03-08
4069,HIGHWAY 401 N TCS AT KEELE ST (PX 596),-79.4815900059447,43.7244430004485,2,13454472,596,33759,2016-03-08
4070,HUMBERSIDE AVE AT KEELE ST (PX 1729),-79.4629580025015,43.6616590025705,2,13465036,1729,42193,2021-06-24
4071,KEELE ST AT WEST TORONTO ST (PX 1757),-79.4665069995812,43.6700329969516,2,13463685,1757,29433,2012-11-15
4072,KEELE ST AT ST CLAIR AVE & WESTON RD (PX 493),-79.4676229982737,43.6725340044784,2,13463232,493,36919,2018-03-24
4073,DONALD AVE AT KEELE ST (PX 590),-79.4728110055541,43.6849140025685,2,13461074,590,33649,2016-04-13
4074,KEELE ST AT RUSTIC RD (PX 1319),-79.4801239985106,43.717868998473,2,13455463,1319,41501,2021-03-16
4075,KEELE ST AT SHEPPARD AVE (PX 600),-79.4864519947699,43.7447770044339,2,13451388,600,36479,2018-01-16
4076,KEELE ST AT ST REGIS CRES (PX 1215),-79.4887619977545,43.7545120034179,2,13449857,1215,33131,2016-02-23
4077,FINCH AVE AT KEELE ST (PX 601),-79.4910530008597,43.7635019997785,2,13448570,601,33141,2016-02-27
4078,KEELE ST AT MURRAY ROSS PKWY/TANGIERS RD (PX 1450),-79.4920470059442,43.7673120024929,2,13448065,1450,38887,2019-04-17
4079,CANARCTIC DR AT KEELE ST & YORK BLVD (PX 956),-79.4940480001791,43.7752130003641,2,13446884,956,33103,2016-02-23
4080,LAKE SHORE BLVD AT PARKSIDE DR (PX 226),-79.4535050055402,43.6383240008297,2,13468486,226,30721,2013-08-13
4081,BLOOR ST E AT CASTLE FRANK RD (PX 295),-79.3682040061856,43.6737749963123,2,13462813,295,42277,2021-08-14
4082,KANE AVE AT LAVENDER RD & OLD WESTON RD (PX 1605),-79.4664529986213,43.6806010009996,2,13461848,1605,25313,2010-01-12
4083,OLD WESTON RD AT ROCKWELL AVE,-79.463889603,43.676573953,2,13462566,2562,35441,2017-02-27
4084,CALEDONIA RD AT TYCOS DR,-79.464515021,43.703227399,2,13457821,,7036,1998-07-14
4085,COLBECK ST AT RUNNYMEDE RD,-79.477800137,43.654763291,2,13466171,,35667,2017-04-11
4086,BURNHAMTHORPE RD AT THE WEST MALL (PX 875),-79.5672499997767,43.6445519973412,2,13467918,875,35015,2016-12-05
4087,BOTFIELD AVE AT BURNHAMTHORPE RD,-79.542182661,43.650378297,2,13467043,,37957,2018-12-04
4088,BURNHAMTHORPE RD AT ECHO VALLEY RD,-79.542423131,43.650331345,2,13467049,,8828,2000-10-26
4089,DUPONT ST AT HURON ST,-79.404788792,43.675357653,2,13462638,2509,35981,2017-07-24
4090,BRIMLEY RD AT CITADEL DR & GRAYLEE AVE,-79.250638912,43.742166003,2,13451260,,22323,2008-03-25
4091,BRIMLEY RD AT GOLDEN GATE CT & OMNI DR (PX 1826),-79.2619059974406,43.7719450006866,2,13446880,1826,33445,2016-03-21
4092,DAVENPORT RD AT LANSDOWNE AVE (PX 389),-79.4483029959086,43.6715569977589,2,13463350,389,37437,2018-06-20
4093,CHESSWOOD DR AT STEEPROCK DR (PX 1513),-79.4750799987151,43.7572180016665,2,13449421,1513,34305,2016-10-20
4094,ALNESS ST AT MARTINROSS AVE (PX 1773),-79.4733849986694,43.7742780039223,2,13446969,1773,23589,2009-03-09
4095,ALNESS ST AT SUPERTEST RD (PX 1774),-79.4744509940104,43.7768069980201,2,13446617,1774,23629,2009-03-03
4096,PENGELLY CRT AT ST CLAIR AVE,-79.275585156,43.713266496,2,13455734,,22501,2008-04-29
4097,GUNNS RD AT ST CLAIR AVE (PX 1404),-79.4711239939823,43.6717810003351,2,13463362,1404,31981,2015-04-22
4098,LAUGHTON AVE AT ST CLAIR AVE (PX 1087),-79.4576469995474,43.6747219990465,2,13462870,1087,32005,2015-04-23
4099,GLENHOLME AVE AT ST CLAIR AVE (PX 1712),-79.438598002125,43.6789459994473,2,13462068,1712,36929,2018-03-21
4101,DAVENPORT RD AT DUFFERIN ST (PX 388),-79.4409959940589,43.6729899993563,2,13463123,388,34041,2016-06-11
4102,DANE AVE AT DUFFERIN ST,-79.455199876,43.716155924,2,13455685,,40611,2020-03-04
4103,DUFFERIN ST AT ST CLAIR AVE (PX 488),-79.4430809975772,43.6779610011606,2,13462285,488,41509,2021-03-18
4104,DUFFERIN ST AT TYCOS DR,-79.452923162,43.705772845,2,13457350,,9858,2002-01-15
4105,DUFFERIN ST AT SAMOR RD (PX 1792),-79.455680005994,43.7182570013118,2,13455354,1792,33621,2016-04-11
4106,DUFFERIN ST AT FINCH AVE (PX 618),-79.4669269987184,43.7688519967857,2,13447779,618,34855,2016-12-03
4107,DUFFERIN ST AT STEELES AVE (PX 619),-79.4700890033715,43.7872830028875,2,13445306,619,34825,2016-12-10
4108,CATHEDRAL BLUFFS DR AT KINGSTON RD & MCCOWAN (PX 149),-79.2324329941014,43.7251390024221,2,13453920,149,24531,2009-10-15
4109,BRIMORTON DR AT MCCOWAN RD (PX 951),-79.2489580019758,43.7654209967952,2,13447827,951,32323,2015-04-29
4110,LAWRENCE AVE AT MCCOWAN RD (PX 380),-79.2454219966729,43.7555479956993,2,13449204,380,40263,2020-02-25
4111,MCCOWAN RD AT MELDAZY DR,-79.248207212,43.763475644,2,13448102,,7063,1998-10-22
4112,CHANNEL NINE CRT AT MCCOWAN RD & MILNER AVE (PX 1175),-79.2564749942351,43.7853810043749,2,13445175,1175,32319,2015-04-29
4113,MCCOWAN RD AT SHEPPARD AVE (PX 938),-79.2588379965267,43.7896199985453,2,13444619,938,39547,2019-12-05
4114,MCCOWAN RD AT 210M S OF ALTON TOWERS CIR N PED TCS (PX 1711),-79.2751400030519,43.8250800011958,1,14668493,1711,32271,2015-05-04
4115,CONSILIUM PL AT CORPORATE DR (PX 1501),-79.2512379949791,43.779684996401,2,13445842,1501,33203,2016-03-10
4116,BUDE ST AT OAKWOOD AVE,-79.44150574,43.694195427,2,13459314,,7068,1998-10-15
4117,OVERLEA BLVD AT THORNCLIFFE PARK DR E (PX 679),-79.3436250025741,43.7074729970241,2,13456854,679,38661,2019-04-13
4118,OVERLEA BLVD #42 AT EAST YORK TOWN CENTRE (PX 1834),-79.3456599973649,43.7070300019873,1,649,1834,38873,2019-05-15
4119,BELLAMY RD N AT BRIMORTON DR (PX 1017),-79.2391650051201,43.7674520013201,2,13447492,1017,34213,2016-08-10
4120,EGLINTON AVE AT W R ALLEN RD W TCS (PX 772),-79.4364610042331,43.6986849981612,2,13458434,772,29429,2012-10-22
4121,EGLINTON AVE AT W R ALLEN RD E TCS (PX 1307),-79.4350329972575,43.6989899961028,2,13458384,1307,29473,2012-10-29
4122,SHEPPARD AVE AT W R ALLEN RD (PX 1407),-79.4633900003183,43.7502509974056,2,13450458,1407,40469,2020-08-27
4123,DUFFERIN ST AT OVERBROOK PL & STEEPROCK DR (PX 1234),-79.4652109941606,43.761042000483,2,13448866,1234,37897,2018-10-23
4124,KING ST AT STRACHAN AVE (PX 538),-79.411969996084,43.6420420018132,2,13467971,538,38541,2019-03-20
4125,QUEEN ST AT STRACHAN AVE (PX 1332),-79.4131969964769,43.6453660033522,2,13467560,1332,37515,2018-06-20
4126,EGLINTON AVE AT PHARMACY AVE (PX 452),-79.2975149974673,43.7256510009606,2,13453978,452,28539,2012-02-27
4127,EGLINTON AVE AT FALMOUTH AVE & GILDER DR (PX 217),-79.2531899982373,43.7355820030661,2,13452308,217,38001,2018-12-13
4128,BELLAMY RD N AT EGLINTON AVE E / GO STATION (PX 191),-79.2320530035391,43.7402600020082,2,13451513,191,40865,2020-09-26
4129,ST DENNIS DR AT WYNFORD DR & EGLINTON E/B ON RAMP S TCS (PX 1462),-79.3247089959276,43.7236979972129,2,13454290,1462,34293,2016-08-16
4130,ST DENNIS DR AT WYNFORD DR & ON RAMP TO EGLINTON E/B (PX 1464),-79.3236520002174,43.7248299968362,2,13454143,1464,13799,2004-03-22
4131,EGLINTON AVE AT REDPATH AVE (PX 93),-79.392818997956,43.7078610024413,2,13456902,93,41617,2021-03-31
4132,EGLINTON AVE AT FORMAN AVE (PX 220),-79.3862009988153,43.7091909966911,2,13456681,220,27365,2011-05-24
4134,EGLINTON AVE W AT RENFORTH DR (PX 926),-79.5876750061717,43.6660999980139,2,13464598,926,35243,2017-01-19
4135,BATHURST ST AT DAVENPORT RD (PX 384),-79.4157860019466,43.6767299995446,2,13462422,384,37169,2018-04-25
4136,BATHURST ST AT RICHMOND ST (PX 298),-79.4037599994809,43.6464709991518,2,13467372,298,32727,2015-08-18
4137,BATHURST ST AT QUEENS QUAY (PX 1593),-79.3983650045536,43.6356739959498,2,13468663,1593,30843,2014-04-22
4138,BATHURST ST AT LAKE SHORE BLVD (PX 216),-79.3996490015435,43.6364840035827,2,13468584,216,38523,2019-03-26
4139,BATHURST ST AT KING ST (PX 201),-79.402705002212,43.643926004216,2,13467722,201,34435,2016-09-17
4140,ADELAIDE ST AT BATHURST ST (PX 1883),-79.4032330021891,43.6451919999774,2,13467569,1883,41447,2021-03-09
4141,BATHURST ST AT CARR ST & ROBINSON ST (PX 1808),-79.4046489955711,43.6488310018909,2,13466991,1808,31971,2015-04-02
4142,BATHURST ST AT DUPONT ST (PX 305),-79.4143909954901,43.6731500016819,2,13463030,305,32147,2015-04-11
4143,BATHURST ST AT ST CLAIR AVE (PX 480),-79.4183009950728,43.683166999191,2,13461271,480,36947,2018-03-20
